,day_of_year,hour,clear_sky_ghi,cloud_cover,ghi,pv_power_kw,pv_energy_kwh
2024-06-01 03:30:00,153,3.5,0.0,0.20017354390669584,0.0,0.0,0.0
2024-06-01 03:35:00,153,3.5833333333333335,0.0,0.33482419846000794,0.0,0.0,0.0
2024-06-01 03:40:00,153,3.6666666666666665,0.0,0.3175028713711092,0.0,0.0,0.0
2024-06-01 03:45:00,153,3.75,0.0,0.33280328950935195,0.0,0.0,0.0
2024-06-01 03:50:00,153,3.8333333333333335,0.0,0.4307143166922285,0.0,0.0,0.0
2024-06-01 03:55:00,153,3.9166666666666665,0.0,0.3335393323162023,0.0,0.0,0.0
2024-06-01 04:00:00,153,4.0,0.0,0.4018370344607842,0.0,0.0,0.0
2024-06-01 04:05:00,153,4.083333333333333,0.0,0.3101368604233337,0.0,0.0,0.0
2024-06-01 04:10:00,153,4.166666666666667,0.0,0.34336790980349763,0.0,0.0,0.0
2024-06-01 04:15:00,153,4.25,0.0,0.39469323387578104,0.0,0.0,0.0
2024-06-01 04:20:00,153,4.333333333333333,0.0,0.08142662702165002,0.0,0.0,0.0
2024-06-01 04:25:00,153,4.416666666666667,0.0,0.2520493175464048,0.0,0.0,0.0
2024-06-01 04:30:00,153,4.5,0.0,0.22944410185608066,0.0,0.0,0.0
2024-06-01 04:35:00,153,4.583333333333333,0.0,0.20416832276349872,0.0,0.0,0.0
2024-06-01 04:40:00,153,4.666666666666667,0.0,0.25872866231599745,0.0,0.0,0.0
2024-06-01 04:45:00,153,4.75,0.0,0.5242411966851593,0.0,0.0,0.0
2024-06-01 04:50:00,153,4.833333333333333,0.0,0.1701253326460135,0.0,0.0,0.0
2024-06-01 04:55:00,153,4.916666666666667,0.0,0.4452417531887221,0.0,0.0,0.0
2024-06-01 05:00:00,153,5.0,0.0,0.047569534257629276,0.0,0.0,0.0
2024-06-01 05:05:00,153,5.083333333333333,16.361731626486723,0.24976724550213375,13.092431914492535,1.3092431914492533,0.10910359928743776
2024-06-01 05:10:00,153,5.166666666666667,32.7190828217762,0.32441295976575085,24.227487222549676,2.4227487222549677,0.20189572685458063
2024-06-01 05:15:00,153,5.25,49.06767432741802,0.3879333497038917,33.83968451620608,3.3839684516206074,0.28199737096838395
2024-06-01 05:20:00,153,5.333333333333333,65.40312923014301,0.4066839869689282,44.12440494569613,4.412440494569612,0.36770337454746765
2024-06-01 05:25:00,153,5.416666666666667,81.72107413366828,0.4190020852799888,54.328033755006224,5.432803375500622,0.45273361462505185
2024-06-01 05:30:00,153,5.5,98.0171403295606,0.24769123916273436,78.59475077162742,7.859475077162742,0.6549562564302285
2024-06-01 05:35:00,153,5.583333333333333,114.28696496684633,0.23064723110031493,93.19898735047688,9.319898735047689,0.7766582279206407
2024-06-01 05:40:00,153,5.666666666666667,130.52619222005163,0.4286963821885731,85.7613071115825,8.57613071115825,0.7146775592631874
2024-06-01 05:45:00,153,5.75,146.73047445536176,0.27130435126775776,114.88358150870397,11.488358150870397,0.9573631792391997
2024-06-01 05:50:00,153,5.833333333333333,162.8954733945887,0.10864705149931173,148.73698308506337,14.873698308506336,1.2394748590421947
2024-06-01 05:55:00,153,5.916666666666667,179.0168612766327,0.1300069178994779,160.39811696734196,16.039811696734194,1.3366509747278494
2024-06-01 06:00:00,153,6.0,195.09032201612825,0.1620821570997583,169.79379383879984,16.979379383879984,1.4149482819899986
2024-06-01 06:05:00,153,6.083333333333333,211.11155235896513,0.3745741116080646,147.8500146189181,14.78500146189181,1.2320834551576507
2024-06-01 06:10:00,153,6.166666666666667,227.07626303437326,0.3213638604105848,168.6969794373048,16.86969794373048,1.4058081619775398
2024-06-01 06:15:00,153,6.25,242.98017990326386,0.4035728031101652,164.53202606024593,16.453202606024593,1.371100217168716
2024-06-01 06:20:00,153,6.333333333333333,258.8190451025207,0.23591210304951987,209.97220891099735,20.997220891099737,1.7497684075916446
2024-06-01 06:25:00,153,6.416666666666667,274.5886181849324,0.3237809536615071,203.4633664565221,20.346336645652208,1.6955280538043507
2024-06-01 06:30:00,153,6.5,290.28467725446234,0.3938385590951005,198.82443804063536,19.882443804063534,1.6568703170052945
2024-06-01 06:35:00,153,6.583333333333333,305.9030200965534,0.2535980190419642,243.8419001642013,24.384190016420128,2.032015834701677
2024-06-01 06:40:00,153,6.666666666666667,321.4394653031616,0.3685162856336117,226.67492305550135,22.667492305550134,1.8889576921291777
2024-06-01 06:45:00,153,6.75,336.88985339222006,0.20071110884000232,282.7958245671814,28.279582456718142,2.356631871393178
2024-06-01 06:50:00,153,6.833333333333333,352.25004792123343,0.24554192301523922,283.0563246022016,28.305632460220156,2.358802705018346
2024-06-01 06:55:00,153,6.916666666666667,367.5159365947036,0.24273931590025064,296.147482969553,29.614748296955298,2.4678956914129415
2024-06-01 07:00:00,153,7.0,382.6834323650898,0.12062405316164404,345.7547710133402,34.57547710133402,2.8812897584445016
2024-06-01 07:05:00,153,7.083333333333333,397.74847452701096,0.37304587211783724,279.0457332762364,27.904573327623638,2.325381110635303
2024-06-01 07:10:00,153,7.166666666666667,412.7070298043948,0.22958964896959141,336.9044201243358,33.69044201243358,2.807536834369465
2024-06-01 07:15:00,153,7.25,427.5550934302821,0.30187411780915313,324.30084011502095,32.430084011502096,2.7025070009585077
2024-06-01 07:20:00,153,7.333333333333333,442.2886902190012,0.3721119988358863,310.62394735508224,31.062394735508224,2.5885328946256854
2024-06-01 07:25:00,153,7.416666666666667,456.9038756304207,0.3669796764044916,322.7643264889728,32.27643264889728,2.6897027207414395
2024-06-01 07:30:00,153,7.5,471.39673682599766,0.3998077663459179,320.62227569547235,32.06222756954723,2.6718522974622694
2024-06-01 07:35:00,153,7.583333333333333,485.76339371634003,0.28522717732358643,374.92105640686987,37.492105640686994,3.124342136723916
2024-06-01 07:40:00,153,7.666666666666667,500.0,0.23650525319337692,405.3978987226492,40.53978987226492,3.378315822688743
2024-06-01 07:45:00,153,7.75,514.1027441932216,0.2880422683640401,395.63608770554686,39.56360877055469,3.296967397546224
2024-06-01 07:50:00,153,7.833333333333333,528.0678506503679,0.04689983490629551,508.2548146385082,50.82548146385082,4.2354567886542345
2024-06-01 07:55:00,153,7.916666666666667,541.8915805747517,0.08293312913653691,505.93896903090535,50.59389690309054,4.216158075257544
2024-06-01 08:00:00,153,8.0,555.5702330196021,0.10159505814683964,510.4156809169783,51.04156809169783,4.253464007641486
2024-06-01 08:05:00,153,8.083333333333334,569.1001458788983,0.15041297585977773,500.6201086757953,50.06201086757953,4.17183423896496
2024-06-01 08:10:00,153,8.166666666666666,582.477696867802,0.35996613400851546,414.73990111765266,41.47399011176527,3.4561658426471054
2024-06-01 08:15:00,153,8.25,595.6993044924334,0.16417814169599088,517.4586606355039,51.74586606355038,4.312155505295864
2024-06-01 08:20:00,153,8.333333333333334,608.7614290087207,0.24327561689409155,490.2839792619805,49.028397926198046,4.08569982718317
2024-06-01 08:25:00,153,8.416666666666666,621.6605733700773,0.4948842446679098,375.5405547364209,37.55405547364209,3.1295046228035073
2024-06-01 08:30:00,153,8.5,634.3932841636455,0.2465604043407861,509.2602724400714,50.926027244007145,4.243835603667262
2024-06-01 08:35:00,153,8.583333333333334,646.9561525348574,0.41062733527006295,434.42984777328877,43.44298477732888,3.6202487314440734
2024-06-01 08:40:00,153,8.666666666666666,659.3458151000688,0.15995734799851843,574.9720487022059,57.49720487022059,4.791433739185049
2024-06-01 08:45:00,153,8.75,671.5589548470183,0.2691843663198555,526.940417481483,52.6940417481483,4.391170145679025
2024-06-01 08:50:00,153,8.833333333333334,683.5923020228713,0.1574966917634128,597.4614811560409,59.74614811560409,4.978845676300341
2024-06-01 08:55:00,153,8.916666666666666,695.4426350096115,0.2491450386149156,556.8297692864688,55.68297692864688,4.640248077387239
2024-06-01 09:00:00,153,9.0,707.1067811865476,0.4260462206186093,466.09864382789266,46.60986438278927,3.8841553652324388
2024-06-01 09:05:00,153,9.083333333333334,718.581617779698,0.04090193652114771,695.068514007147,69.50685140071471,5.792237616726226
2024-06-01 09:10:00,153,9.166666666666666,729.8640726978356,0.3651635465318786,516.6482700798016,51.66482700798016,4.305402250665013
2024-06-01 09:15:00,153,9.25,740.9511253549591,0.33566034034984166,541.984799819564,54.19847998195641,4.516539998496367
2024-06-01 09:20:00,153,9.333333333333334,751.8398074789775,0.21087750664548083,625.0029242805894,62.500292428058934,5.208357702338244
2024-06-01 09:25:00,153,9.416666666666666,762.5272039063881,0.08309132184173182,711.8396892560988,71.18396892560988,5.931997410467489
2024-06-01 09:30:00,153,9.5,773.0104533627368,0.3108194261570804,580.7971209406325,58.07971209406325,4.839976007838604
2024-06-01 09:35:00,153,9.583333333333334,783.2867492286504,0.22057609364042963,645.0672841525171,64.50672841525171,5.375560701270976
2024-06-01 09:40:00,153,9.666666666666666,793.3533402912351,0.3349014317032056,580.797204683191,58.0797204683191,4.8399767056932586
2024-06-01 09:45:00,153,9.75,803.2075314806448,0.3032778218285164,608.3315069816772,60.83315069816772,5.06942922484731
2024-06-01 09:50:00,153,9.833333333333334,812.8466845916153,0.5402668336981373,461.5234009385429,46.15234009385429,3.846028341154524
2024-06-01 09:55:00,153,9.916666666666666,822.2682189897749,0.26409665587904635,648.5415894931198,64.85415894931198,5.404513245775998
2024-06-01 10:00:00,153,10.0,831.4696123025452,0.14647537610672026,734.0377529558858,73.40377529558859,6.116981274632382
2024-06-01 10:05:00,153,10.083333333333334,840.448401094438,0.32689134524344743,620.6601543412658,62.06601543412658,5.172167952843881
2024-06-01 10:10:00,153,10.166666666666666,849.2021815265789,0.3329995025957648,622.9750582853076,62.29750582853076,5.19145881904423
2024-06-01 10:15:00,153,10.25,857.7286100002722,0.5038781362860655,511.9760552433324,51.19760552433324,4.26646712702777
2024-06-01 10:20:00,153,10.333333333333334,866.0254037844387,0.4252666868871868,571.3920004024015,57.139200040240155,4.761600003353346
2024-06-01 10:25:00,153,10.416666666666666,874.0903416267587,0.3535306588724264,626.8761541152928,62.68761541152928,5.223967950960773
2024-06-01 10:30:00,153,10.5,881.921264348355,0.5194954336829343,515.3980085908746,51.53980085908746,4.294983404923954
2024-06-01 10:35:00,153,10.583333333333334,889.516075421856,0.12168554185157235,802.9230789231419,80.29230789231418,6.691025657692848
2024-06-01 10:40:00,153,10.666666666666666,896.8727415326882,0.20403727008753783,750.4763688940837,75.04763688940837,6.25396974078403
2024-06-01 10:45:00,153,10.75,903.9892931234433,0.16101360878917126,787.5456304093813,78.75456304093812,6.56288025341151
2024-06-01 10:50:00,153,10.833333333333334,910.8638249211758,0.24152852952663478,734.8641447354016,73.48641447354017,6.123867872795014
2024-06-01 10:55:00,153,10.916666666666666,917.4944964474913,0.09349707786655367,848.8680529463029,84.88680529463029,7.073900441219191
2024-06-01 11:00:00,153,11.0,923.8795325112867,0.3952726420221606,631.7320895305388,63.17320895305388,5.264434079421156
2024-06-01 11:05:00,153,11.083333333333334,930.0172236840122,0.266666595435184,731.6136022952941,73.16136022952941,6.096780019127451
2024-06-01 11:10:00,153,11.166666666666666,935.9059267573257,0.07937905582460131,876.4728637120097,87.64728637120098,7.303940530933414
2024-06-01 11:15:00,153,11.25,941.5440651830208,0.14766313781886875,830.3189843352942,83.03189843352942,6.919324869460785
2024-06-01 11:20:00,153,11.333333333333334,946.9301294951057,0.3470270771175293,684.0418134365376,68.40418134365376,5.7003484453044795
2024-06-01 11:25:00,153,11.416666666666666,952.0626777139241,0.4257189851841572,627.8137521234577,62.781375212345765,5.23178126769548
2024-06-01 11:30:00,153,11.5,956.940335732209,0.599509633753768,497.9843755729894,49.79843755729894,4.149869796441578
2024-06-01 11:35:00,153,11.583333333333334,961.561797682962,0.7370793699010993,394.56390651726116,39.45639065172611,3.288032554310509
2024-06-01 11:40:00,153,11.666666666666666,965.9258262890683,0.3621614149913994,686.0689750685997,68.60689750685997,5.717241458904997
2024-06-01 11:45:00,153,11.75,970.031253194544,0.15156928199522038,852.4097007468473,85.24097007468474,7.103414172890394
2024-06-01 11:50:00,153,11.833333333333334,973.8769792773336,0.0,973.8769792773336,97.38769792773336,8.11564149397778
2024-06-01 11:55:00,153,11.916666666666666,977.4619749435718,0.3401567193515754,711.4697679933981,71.14697679933981,5.928914733278317
2024-06-01 12:00:00,153,12.0,980.7852804032304,0.1780588357034511,841.0752923202848,84.10752923202848,7.008960769335706
2024-06-01 12:05:00,153,12.083333333333334,983.8460059270774,0.2376964109730472,796.7606742798504,79.67606742798503,6.639672285665419
2024-06-01 12:10:00,153,12.166666666666666,986.6433320848789,0.20818548014102878,822.3194794304509,82.23194794304509,6.8526623285870905
2024-06-01 12:15:00,153,12.25,989.176509964781,0.2788813670375422,768.4861920924585,76.84861920924585,6.4040516007704875
2024-06-01 12:20:00,153,12.333333333333334,991.4448613738103,0.4598970346181465,626.6748199872385,62.66748199872385,5.22229016656032
2024-06-01 12:25:00,153,12.416666666666666,993.4477790194444,0.3235572851168017,736.2979659915661,73.62979659915662,6.135816383263052
2024-06-01 12:30:00,153,12.5,995.1847266721968,0.2762047744441967,775.2849083035538,77.52849083035538,6.460707569196281
2024-06-01 12:35:00,153,12.583333333333334,996.6552393091803,0.14465193707612825,881.3207505386641,88.13207505386642,7.344339587822201
2024-06-01 12:40:00,153,12.666666666666666,997.8589232386034,0.048797558294346455,958.9044600575878,95.89044600575879,7.9908705004798986
2024-06-01 12:45:00,153,12.75,998.7954562051724,0.22705381363900035,817.3712023038208,81.73712023038209,6.8114266858651735
2024-06-01 12:50:00,153,12.833333333333334,999.4645874763656,0.2919326173772519,766.043537078085,76.6043537078085,6.383696142317374
2024-06-01 12:55:00,153,12.916666666666666,999.8661379095618,0.5651894870369825,547.7750742369585,54.77750742369585,4.564792285307988
2024-06-01 13:00:00,153,13.0,1000.0,0.31954117822093286,744.3670574232538,74.43670574232537,6.203058811860448
2024-06-01 13:05:00,153,13.083333333333334,999.8661379095618,0.4474109266534586,641.9853096763362,64.19853096763362,5.349877580636134
2024-06-01 13:10:00,153,13.166666666666666,999.4645874763656,0.2251056602191272,819.4764788127617,81.94764788127617,6.828970656773014
2024-06-01 13:15:00,153,13.25,998.7954562051724,0.1222584350374463,901.1065206866471,90.1106520686647,7.5092210057220585
2024-06-01 13:20:00,153,13.333333333333334,997.8589232386034,0.15523248566514422,873.9388264406252,87.39388264406253,7.282823553671877
2024-06-01 13:25:00,153,13.416666666666666,996.6552393091803,0.191216090319637,844.1940247033534,84.41940247033534,7.0349502058612785
2024-06-01 13:30:00,153,13.5,995.1847266721969,0.6192704598652746,502.15392400244576,50.215392400244575,4.184616033353715
2024-06-01 13:35:00,153,13.583333333333334,993.4477790194444,0.17679199811634208,852.9408847177725,85.29408847177726,7.107840705981438
2024-06-01 13:40:00,153,13.666666666666666,991.4448613738105,0.4257733805604517,653.7401971606779,65.37401971606779,5.447834976338982
2024-06-01 13:45:00,153,13.75,989.176509964781,0.16456092328694605,858.9526701459303,85.89526701459303,7.157938917882753
2024-06-01 13:50:00,153,13.833333333333334,986.6433320848789,0.43973595193113657,639.5532962041966,63.95532962041966,5.329610801701638
2024-06-01 13:55:00,153,13.916666666666666,983.8460059270775,0.3577426449158795,702.2750680468561,70.2275068046856,5.8522922337238
2024-06-01 14:00:00,153,14.0,980.7852804032304,0.27650431535128644,763.8321904316188,76.38321904316189,6.365268253596824
2024-06-01 14:05:00,153,14.083333333333334,977.4619749435719,0.2938856210796849,747.6523592731183,74.76523592731183,6.230436327275986
2024-06-01 14:10:00,153,14.166666666666666,973.8769792773336,0.20178184568559143,816.6684237979025,81.66684237979025,6.805570198315854
2024-06-01 14:15:00,153,14.25,970.031253194544,0.3669108302223121,685.299275233584,68.52992752335841,5.7108272936132005
2024-06-01 14:20:00,153,14.333333333333334,965.9258262890684,0.23175247794888298,786.8412632832172,78.68412632832172,6.557010527360143
2024-06-01 14:25:00,153,14.416666666666666,961.561797682962,0.11615913543491277,872.2064480140873,87.22064480140874,7.2683870667840615
2024-06-01 14:30:00,153,14.5,956.940335732209,0.10830936385205711,874.0238565261853,87.40238565261853,7.283532137718211
2024-06-01 14:35:00,153,14.583333333333334,952.0626777139241,0.3258881876583179,703.8498932520714,70.38498932520713,5.865415777100594
2024-06-01 14:40:00,153,14.666666666666666,946.9301294951057,0.5368636884615652,540.2322078662017,54.02322078662017,4.501935065551681
2024-06-01 14:45:00,153,14.75,941.5440651830208,0.32399874203601575,697.4967910304007,69.74967910304007,5.812473258586672
2024-06-01 14:50:00,153,14.833333333333334,935.9059267573258,0.2822042510835176,724.6126218411845,72.46126218411844,6.038438515343203
2024-06-01 14:55:00,153,14.916666666666666,930.0172236840122,0.34287392094038144,674.9143020627122,67.49143020627122,5.624285850522601
2024-06-01 15:00:00,153,15.0,923.8795325112867,0.4959002612560237,557.3578512781346,55.735785127813465,4.644648760651122
2024-06-01 15:05:00,153,15.083333333333334,917.4944964474913,0.3329073752045784,673.1419487859067,67.31419487859067,5.609516239882556
2024-06-01 15:10:00,153,15.166666666666666,910.8638249211759,0.23836091537493942,737.1723568490719,73.7172356849072,6.143102973742266
2024-06-01 15:15:00,153,15.25,903.9892931234434,0.4659433065089833,567.0230848941188,56.70230848941188,4.725192374117656
2024-06-01 15:20:00,153,15.333333333333334,896.8727415326883,0.364313465769242,635.4784880753001,63.54784880753001,5.295654067294167
2024-06-01 15:25:00,153,15.416666666666666,889.516075421856,0.5303633987993988,512.1026601839056,51.21026601839056,4.267522168199213
2024-06-01 15:30:00,153,15.5,881.9212643483551,0.3274851655832859,650.8683593191216,65.08683593191216,5.4239029943260135
2024-06-01 15:35:00,153,15.583333333333334,874.0903416267588,0.11632964524192496,792.7442461460918,79.27442461460917,6.606202051217431
2024-06-01 15:40:00,153,15.666666666666666,866.0254037844387,0.09477612011315026,800.362581632348,80.0362581632348,6.669688180269567
2024-06-01 15:45:00,153,15.75,857.7286100002722,0.5476391898346874,481.94796913740686,48.19479691374068,4.016233076145056
2024-06-01 15:50:00,153,15.833333333333334,849.2021815265789,0.5585498581174946,469.7447751227888,46.97447751227888,3.9145397926899066
2024-06-01 15:55:00,153,15.916666666666666,840.4484010944382,0.2730721180076099,656.8459811240642,65.68459811240643,5.473716509367202
2024-06-01 16:00:00,153,16.0,831.4696123025453,0.24252190182960182,670.1499389512373,67.01499389512374,5.584582824593644
2024-06-01 16:05:00,153,16.083333333333332,822.2682189897752,0.5192166438363304,480.7199429920569,48.07199429920569,4.005999524933808
2024-06-01 16:10:00,153,16.166666666666668,812.846684591615,0.1339431476934768,725.7464897704889,72.57464897704888,6.047887414754073
2024-06-01 16:15:00,153,16.25,803.2075314806449,0.16579094715662604,696.6759015546356,69.66759015546356,5.805632512955296
2024-06-01 16:20:00,153,16.333333333333332,793.3533402912354,0.3964990192033566,541.7022832454901,54.17022832454901,4.514185693712417
2024-06-01 16:25:00,153,16.416666666666668,783.2867492286503,0.24080923157106154,632.3886050834134,63.23886050834133,5.269905042361778
2024-06-01 16:30:00,153,16.5,773.010453362737,0.2992317199919893,587.9630553375216,58.79630553375216,4.8996921278126795
2024-06-01 16:35:00,153,16.583333333333332,762.5272039063882,0.2754835652213231,594.4762337380853,59.447623373808526,4.953968614484044
2024-06-01 16:40:00,153,16.666666666666668,751.8398074789774,0.35063618231984,540.9420156305677,54.094201563056764,4.50785013025473
2024-06-01 16:45:00,153,16.75,740.951125354959,0.5111222791970575,437.97782298291787,43.797782298291786,3.6498151915243153
2024-06-01 16:50:00,153,16.833333333333332,729.8640726978358,0.3135877360352618,546.7629349612038,54.67629349612038,4.556357791343364
2024-06-01 16:55:00,153,16.916666666666668,718.5816177796979,0.39659081899152865,490.5953199336914,49.05953199336914,4.0882943327807615
2024-06-01 17:00:00,153,17.0,707.1067811865476,0.0,707.1067811865476,70.71067811865476,5.892556509887896
2024-06-01 17:05:00,153,17.083333333333332,695.4426350096119,0.2926922397104823,532.6021050647137,53.26021050647137,4.43835087553928
2024-06-01 17:10:00,153,17.166666666666668,683.5923020228711,0.17351545945606933,588.7012361299666,58.87012361299666,4.905843634416388
2024-06-01 17:15:00,153,17.25,671.5589548470185,0.11717804093645579,608.6053846851726,60.860538468517255,5.071711539043104
2024-06-01 17:20:00,153,17.333333333333332,659.345815100069,0.16827714496068738,570.5835500546154,57.05835500546155,4.7548629171217955
2024-06-01 17:25:00,153,17.416666666666668,646.9561525348574,0.2498814838948782,517.6262618065924,51.76262618065925,4.313552181721604
2024-06-01 17:30:00,153,17.5,634.3932841636455,0.43738538135340194,412.4138053460829,41.24138053460829,3.4367817112173573
2024-06-01 17:35:00,153,17.583333333333332,621.6605733700776,0.10104109233906539,571.4099626521238,57.14099626521238,4.761749688767698
2024-06-01 17:40:00,153,17.666666666666668,608.7614290087205,0.3045947238891626,460.42101350209384,46.042101350209386,3.836841779184115
2024-06-01 17:45:00,153,17.75,595.6993044924335,0.22737458499996321,487.34179877744646,48.734179877744644,4.06118165647872
2024-06-01 17:50:00,153,17.833333333333332,582.4776968678026,0.25084903584570584,465.58652193907017,46.558652193907015,3.8798876828255846
2024-06-01 17:55:00,153,17.916666666666668,569.1001458788983,0.45041367379569064,364.0357559085158,36.40357559085158,3.0336312992376318
2024-06-01 18:00:00,153,18.0,555.5702330196021,0.3807173155505889,386.3580668475717,38.63580668475717,3.2196505570630976
2024-06-01 18:05:00,153,18.083333333333332,541.891580574752,0.5006097161164116,324.8706283208318,32.48706283208318,2.7072552360069317
2024-06-01 18:10:00,153,18.166666666666668,528.0678506503677,0.27682414811251493,411.1223043288519,41.11223043288519,3.4260192027404326
2024-06-01 18:15:00,153,18.25,514.1027441932217,0.19560860824939452,433.65240636215725,43.365240636215724,3.613770053017977
2024-06-01 18:20:00,153,18.333333333333332,500.00000000000034,0.26642117746792504,393.43152901283025,39.34315290128303,3.2785960751069188
2024-06-01 18:25:00,153,18.416666666666668,485.7633937163399,0.33637451869068324,355.04465150923056,35.50446515092305,2.9587054292435875
2024-06-01 18:30:00,153,18.5,471.39673682599783,0.32648600376805664,348.2731873894999,34.82731873894999,2.902276561579166
2024-06-01 18:35:00,153,18.583333333333332,456.90387563042077,0.137341789164995,406.7022790260189,40.670227902601894,3.389185658550158
2024-06-01 18:40:00,153,18.666666666666668,442.2886902190013,0.3135734672441811,331.3366917271135,33.13366917271135,2.7611390977259456
2024-06-01 18:45:00,153,18.75,427.55509343028206,0.33423424952083575,313.23224880509713,31.323224880509713,2.6102687400424758
2024-06-01 18:50:00,153,18.833333333333332,412.707029804395,0.677621105630088,188.97983473450392,18.89798347345039,1.574831956120866
2024-06-01 18:55:00,153,18.916666666666668,397.74847452701084,0.5815266916922506,212.7073909131452,21.270739091314518,1.7725615909428765
2024-06-01 19:00:00,153,19.0,382.6834323650899,0.172013497416177,330.022059881613,33.0022059881613,2.750183832346775
2024-06-01 19:05:00,153,19.083333333333332,367.515936594704,0.2568924957676236,291.9862676457526,29.19862676457526,2.4332188970479383
2024-06-01 19:10:00,153,19.166666666666668,352.25004792123343,0.08048369972444952,329.569738253381,32.9569738253381,2.746414485444842
2024-06-01 19:15:00,153,19.25,336.88985339222035,0.21139394790547703,279.91667249791726,27.991667249791725,2.3326389374826437
2024-06-01 19:20:00,153,19.333333333333332,321.43946530316174,0.34734075053855107,232.12024519827312,23.212024519827313,1.934335376652276
2024-06-01 19:25:00,153,19.416666666666668,305.9030200965536,0.480878043133235,188.22138354249168,18.82213835424917,1.5685115295207641
2024-06-01 19:30:00,153,19.5,290.2846772544624,0.1906374243384587,246.0133786970932,24.601337869709322,2.0501114891424432
2024-06-01 19:35:00,153,19.583333333333332,274.58861818493267,0.2018780339898305,230.24188986880594,23.024188986880596,1.9186824155733828
