,load
2022-01-05 05:00:00,19.90450276694728
2022-01-05 06:00:00,20.308306564914083
2022-01-05 07:00:00,25.047153779724873
2022-01-05 08:00:00,25.638631812527446
2022-01-05 09:00:00,29.617944196978858
2022-01-05 10:00:00,30.98022679342094
2022-01-05 11:00:00,33.79903613255771
2022-01-05 12:00:00,36.763899987490916
2022-01-05 13:00:00,33.320340005747845
2022-01-05 14:00:00,36.15507324662361
2022-01-05 15:00:00,34.66418914990698
2022-01-05 16:00:00,31.51403494224162
2022-01-05 17:00:00,27.757013752197622
2022-01-05 18:00:00,27.14725259411307
2022-01-05 19:00:00,23.14664136342854
2022-01-05 20:00:00,21.191716838538273
2022-01-05 21:00:00,17.98843853855335
2022-01-05 22:00:00,17.879169315243054
2022-01-05 23:00:00,13.215141666430391
2022-01-06 00:00:00,10.848872941384238
2022-01-06 01:00:00,12.244958783761868
2022-01-06 02:00:00,12.714114206274683
2022-01-06 03:00:00,15.619312531711895
2022-01-06 04:00:00,16.73641466594756
2022-01-06 05:00:00,18.499374585715355
2022-01-06 06:00:00,23.047416382725476
2022-01-06 07:00:00,22.168946081170514
2022-01-06 08:00:00,26.09209198028882
2022-01-06 09:00:00,28.5502494162102
2022-01-06 10:00:00,31.835718823500226
2022-01-06 11:00:00,32.25862093512387
2022-01-06 12:00:00,36.472788565214145
2022-01-06 13:00:00,35.59480194833402
2022-01-06 14:00:00,33.31385270323855
2022-01-06 15:00:00,32.80028153464703
2022-01-06 16:00:00,32.89070429940917
2022-01-06 17:00:00,31.197303180160056
2022-01-06 18:00:00,30.04681561695113
2022-01-06 19:00:00,28.322884361665785
2022-01-06 20:00:00,21.474076195810124
2022-01-06 21:00:00,16.479760816943298
2022-01-06 22:00:00,12.285678375978735
2022-01-06 23:00:00,13.982098362366996
2022-01-07 00:00:00,11.169898148088809
2022-01-07 01:00:00,11.358029013994917
2022-01-07 02:00:00,11.471164592464586
2022-01-07 03:00:00,13.37503690742113
2022-01-07 04:00:00,17.089207915068812
2022-01-07 05:00:00,18.207170207564683
2022-01-07 06:00:00,20.62324977513781
2022-01-07 07:00:00,22.408649179290173
2022-01-07 08:00:00,24.5510331693054
2022-01-07 09:00:00,29.223200397051116
2022-01-07 10:00:00,32.35334822194295
2022-01-07 11:00:00,36.98993125038189
2022-01-07 12:00:00,35.7303616082128
2022-01-07 13:00:00,37.41730397932792
2022-01-07 14:00:00,34.786006428194746
2022-01-07 15:00:00,32.56062073038654
2022-01-07 16:00:00,30.986346904821875
2022-01-07 17:00:00,28.86482316385748
2022-01-07 18:00:00,30.255762185014685
2022-01-07 19:00:00,22.73004978969231
2022-01-07 20:00:00,22.118935836300356
2022-01-07 21:00:00,16.617206589266132
2022-01-07 22:00:00,16.887597088198717
2022-01-07 23:00:00,14.163649686204502
2022-01-08 00:00:00,10.299852515348505
2022-01-08 01:00:00,10.126529038975008
2022-01-08 02:00:00,9.552627818691555
2022-01-08 03:00:00,12.221670483932694
2022-01-08 04:00:00,12.489097894530437
2022-01-08 05:00:00,13.443100596616365
2022-01-08 06:00:00,15.821675541670922
2022-01-08 07:00:00,20.634227532939494
2022-01-08 08:00:00,25.38074629417794
2022-01-08 09:00:00,25.709169490805554
2022-01-08 10:00:00,27.4011607085062
2022-01-08 11:00:00,29.626868340406876
2022-01-08 12:00:00,32.17488456343723
2022-01-08 13:00:00,30.892092236580257
2022-01-08 14:00:00,29.599491104626384
2022-01-08 15:00:00,30.857562196092896
2022-01-08 16:00:00,28.222252855363447
2022-01-08 17:00:00,27.772816058439382
2022-01-08 18:00:00,23.286961065395143
2022-01-08 19:00:00,18.538642108775566
2022-01-08 20:00:00,15.68634310428185
2022-01-08 21:00:00,17.757901140614116
2022-01-08 22:00:00,15.757071696216558
2022-01-08 23:00:00,11.283283361785672
2022-01-09 00:00:00,9.963407285403386
2022-01-09 01:00:00,12.383106832212889
2022-01-09 02:00:00,8.877619744042136
2022-01-09 03:00:00,10.214176989738698
2022-01-09 04:00:00,14.14078792057379
2022-01-09 05:00:00,14.694502906484992
2022-01-09 06:00:00,17.736588526186207
2022-01-09 07:00:00,20.1367164399124
2022-01-09 08:00:00,23.525852072330427
2022-01-09 09:00:00,27.58857377659454
2022-01-09 10:00:00,27.723841207210736
2022-01-09 11:00:00,30.173402247141187
2022-01-09 12:00:00,27.150315156744437
2022-01-09 13:00:00,30.49974357865358
2022-01-09 14:00:00,28.960727902851666
2022-01-09 15:00:00,27.379274466590463
2022-01-09 16:00:00,26.27073529646499
2022-01-09 17:00:00,24.976165823572746
2022-01-09 18:00:00,24.393344062666046
2022-01-09 19:00:00,18.392291711089825
2022-01-09 20:00:00,17.790218565157936
2022-01-09 21:00:00,14.560156440774014
2022-01-09 22:00:00,12.684288086997284
2022-01-09 23:00:00,13.060404256129345
2022-01-10 00:00:00,13.208407316645635
2022-01-10 01:00:00,13.99869351103333
2022-01-10 02:00:00,12.169475642264896
2022-01-10 03:00:00,12.555385685913105
2022-01-10 04:00:00,15.169358271392122
2022-01-10 05:00:00,18.352639711710655
2022-01-10 06:00:00,21.146140401845873
2022-01-10 07:00:00,22.35861059138838
2022-01-10 08:00:00,27.224839707753365
2022-01-10 09:00:00,30.323833369881395
2022-01-10 10:00:00,36.24144995906487
2022-01-10 11:00:00,37.18635271298021
2022-01-10 12:00:00,34.28928621249889
2022-01-10 13:00:00,35.54671400728388
2022-01-10 14:00:00,33.373988235581606
2022-01-10 15:00:00,33.48502527511248
2022-01-10 16:00:00,32.9386464081495
2022-01-10 17:00:00,31.79027130600539
2022-01-10 18:00:00,25.995479278696145
2022-01-10 19:00:00,23.003973039636737
2022-01-10 20:00:00,17.66034681955732
2022-01-10 21:00:00,17.744895643986467
2022-01-10 22:00:00,13.91152487892353
2022-01-10 23:00:00,12.80514046237005
2022-01-11 00:00:00,11.08869803711572
2022-01-11 01:00:00,11.853866779234338
2022-01-11 02:00:00,9.767396617332155
2022-01-11 03:00:00,11.401752939334015
2022-01-11 04:00:00,18.70246176940433
2022-01-11 05:00:00,16.06175704400871
2022-01-11 06:00:00,19.240740956549605
2022-01-11 07:00:00,26.745891513708315
2022-01-11 08:00:00,31.452723872081734
2022-01-11 09:00:00,28.23080158329492
2022-01-11 10:00:00,31.92007790590876
2022-01-11 11:00:00,34.89105496144295
2022-01-11 12:00:00,38.17009970469397
2022-01-11 13:00:00,34.50549621419716
2022-01-11 14:00:00,35.20913646917242
2022-01-11 15:00:00,35.54472799912481
2022-01-11 16:00:00,33.12460045279073
2022-01-11 17:00:00,29.423917419687783
2022-01-11 18:00:00,26.894388671447068
2022-01-11 19:00:00,21.92817750867137
2022-01-11 20:00:00,20.528658708269564
2022-01-11 21:00:00,17.59330968090633
2022-01-11 22:00:00,15.856845935801271
2022-01-11 23:00:00,12.769329979191976
2022-01-12 00:00:00,13.11344064665909
2022-01-12 01:00:00,13.516407359306694
2022-01-12 02:00:00,12.63927685434408
2022-01-12 03:00:00,14.13230617426363
2022-01-12 04:00:00,15.591004318768107
2022-01-12 05:00:00,17.99612703850255
2022-01-12 06:00:00,19.80719178027971
2022-01-12 07:00:00,24.469408657663866
2022-01-12 08:00:00,26.95387580209359
2022-01-12 09:00:00,33.13308654483827
2022-01-12 10:00:00,34.83809558661936
2022-01-12 11:00:00,34.963432797477736
2022-01-12 12:00:00,34.43861585292427
2022-01-12 13:00:00,34.32338368975573
2022-01-12 14:00:00,37.369916097099726
2022-01-12 15:00:00,34.77878680636369
2022-01-12 16:00:00,33.19827833799392
2022-01-12 17:00:00,27.37645510098109
2022-01-12 18:00:00,28.490963422051102
2022-01-12 19:00:00,24.676297772475447
2022-01-12 20:00:00,19.22388280397226
2022-01-12 21:00:00,17.28871323769051
2022-01-12 22:00:00,15.906847103936089
2022-01-12 23:00:00,13.68337175919919
2022-01-13 00:00:00,11.969407722644986
2022-01-13 01:00:00,11.843582399380468
2022-01-13 02:00:00,12.02969843403999
2022-01-13 03:00:00,13.83519493772662
2022-01-13 04:00:00,17.720424250120946
2022-01-13 05:00:00,14.148234540822168
2022-01-13 06:00:00,20.536832416913402
2022-01-13 07:00:00,24.26239823501749
2022-01-13 08:00:00,27.54714237677036
2022-01-13 09:00:00,29.43916513171659
2022-01-13 10:00:00,29.846990241568555
2022-01-13 11:00:00,34.88090126191589
2022-01-13 12:00:00,38.17862002581359
2022-01-13 13:00:00,33.69565229706402
2022-01-13 14:00:00,36.883336725114596
2022-01-13 15:00:00,33.89612020166038
2022-01-13 16:00:00,32.39008639654316
2022-01-13 17:00:00,28.4176892376426
2022-01-13 18:00:00,26.6014671337059
2022-01-13 19:00:00,25.947696495007254
2022-01-13 20:00:00,21.766090676659484
2022-01-13 21:00:00,20.596689610334035
2022-01-13 22:00:00,17.279304124097756
2022-01-13 23:00:00,14.26498118796728
2022-01-14 00:00:00,15.024485455288048
2022-01-14 01:00:00,12.65819341652568
2022-01-14 02:00:00,13.650565931231949
2022-01-14 03:00:00,13.16250270313864
2022-01-14 04:00:00,15.61415423738658
2022-01-14 05:00:00,16.953419782676935
2022-01-14 06:00:00,22.37803141116733
2022-01-14 07:00:00,22.231951922164164
2022-01-14 08:00:00,28.278684718024365
2022-01-14 09:00:00,29.71328260978784
2022-01-14 10:00:00,34.241349840276136
2022-01-14 11:00:00,35.517759063329116
2022-01-14 12:00:00,38.321200284106766
2022-01-14 13:00:00,37.095273071962666
2022-01-14 14:00:00,33.232170664156705
2022-01-14 15:00:00,34.29102582088493
2022-01-14 16:00:00,30.726468411182932
2022-01-14 17:00:00,29.221839432496168
2022-01-14 18:00:00,29.372001854312963
2022-01-14 19:00:00,24.955708073183008
2022-01-14 20:00:00,19.84525986640693
2022-01-14 21:00:00,16.478979467966756
2022-01-14 22:00:00,15.56350865291217
2022-01-14 23:00:00,11.782518909369012
2022-01-15 00:00:00,9.54084615575663
2022-01-15 01:00:00,10.668014207326864
2022-01-15 02:00:00,12.280524626011548
2022-01-15 03:00:00,12.479683089735385
2022-01-15 04:00:00,9.750576569000064
2022-01-15 05:00:00,15.756550093545389
2022-01-15 06:00:00,17.868096099803157
2022-01-15 07:00:00,21.020835428059037
2022-01-15 08:00:00,25.464268782522524
2022-01-15 09:00:00,22.405142584792884
2022-01-15 10:00:00,26.725834030316125
2022-01-15 11:00:00,30.1198186027913
2022-01-15 12:00:00,27.88005182896758
2022-01-15 13:00:00,32.81392357208026
2022-01-15 14:00:00,30.80497834719948
2022-01-15 15:00:00,30.50333509736638
2022-01-15 16:00:00,26.75607367582009
2022-01-15 17:00:00,26.720645534949316
2022-01-15 18:00:00,24.642661594029267
2022-01-15 19:00:00,20.749317030205752
2022-01-15 20:00:00,18.11164707900233
2022-01-15 21:00:00,15.705514858922593
2022-01-15 22:00:00,11.892492934788146
2022-01-15 23:00:00,11.345247861038198
2022-01-16 00:00:00,10.318512317452369
2022-01-16 01:00:00,10.774838923185738
2022-01-16 02:00:00,12.047032486496349
2022-01-16 03:00:00,9.978451140456983
2022-01-16 04:00:00,12.999671641078741
2022-01-16 05:00:00,17.521805511471705
2022-01-16 06:00:00,16.644224839664947
2022-01-16 07:00:00,19.166121227375513
2022-01-16 08:00:00,23.342844611484985
2022-01-16 09:00:00,26.76594810236672
2022-01-16 10:00:00,27.628946403404868
2022-01-16 11:00:00,31.226178128852876
2022-01-16 12:00:00,31.53688736434087
2022-01-16 13:00:00,31.861974480301587
2022-01-16 14:00:00,31.08287114247722
2022-01-16 15:00:00,32.72421689371652
2022-01-16 16:00:00,27.304064786764812
2022-01-16 17:00:00,22.494086878538972
2022-01-16 18:00:00,25.445766866013905
2022-01-16 19:00:00,19.712947106875752
2022-01-16 20:00:00,17.92142784939834
2022-01-16 21:00:00,17.26394821727404
2022-01-16 22:00:00,10.783795874969723
2022-01-16 23:00:00,9.688784442265389
2022-01-17 00:00:00,10.005747595672037
2022-01-17 01:00:00,10.807610366441272
2022-01-17 02:00:00,13.067119410375808
2022-01-17 03:00:00,14.392632933792072
2022-01-17 04:00:00,15.927597559624042
2022-01-17 05:00:00,15.879073376380564
2022-01-17 06:00:00,17.42695265872896
2022-01-17 07:00:00,24.07915998104439
2022-01-17 08:00:00,26.395487341782207
2022-01-17 09:00:00,30.68611566127344
2022-01-17 10:00:00,33.53500335461833
2022-01-17 11:00:00,34.59627018443275
2022-01-17 12:00:00,36.7277943326311
2022-01-17 13:00:00,36.34026146561083
2022-01-17 14:00:00,36.382691762969515
2022-01-17 15:00:00,33.3318981420399
2022-01-17 16:00:00,32.212655794539245
2022-01-17 17:00:00,30.292201148683958
2022-01-17 18:00:00,28.33394410536584
2022-01-17 19:00:00,23.407017844621958
2022-01-17 20:00:00,21.673858697276092
2022-01-17 21:00:00,17.59946401434605
2022-01-17 22:00:00,15.336873039639018
2022-01-17 23:00:00,14.850629732609026
2022-01-18 00:00:00,9.416542306260148
2022-01-18 01:00:00,10.05262514046481
2022-01-18 02:00:00,10.182854766677151
2022-01-18 03:00:00,10.104247381892367
2022-01-18 04:00:00,14.493874637168542
2022-01-18 05:00:00,19.12015129845704
2022-01-18 06:00:00,20.46220273102012
2022-01-18 07:00:00,24.29135238806668
2022-01-18 08:00:00,28.733631944780015
2022-01-18 09:00:00,31.984863279843918
2022-01-18 10:00:00,32.37435633081729
2022-01-18 11:00:00,36.41504180299708
2022-01-18 12:00:00,35.72139165511759
2022-01-18 13:00:00,34.73590356198966
2022-01-18 14:00:00,34.69160113916832
2022-01-18 15:00:00,32.16385819979546
2022-01-18 16:00:00,31.145862452306023
2022-01-18 17:00:00,29.456309049330738
2022-01-18 18:00:00,28.305183228781733
2022-01-18 19:00:00,26.57582201190288
2022-01-18 20:00:00,18.81625655752842
2022-01-18 21:00:00,18.58524165125531
2022-01-18 22:00:00,13.950455388665008
2022-01-18 23:00:00,14.316717194359628
2022-01-19 00:00:00,12.207359228335513
2022-01-19 01:00:00,9.248901871841877
2022-01-19 02:00:00,13.796434691719828
2022-01-19 03:00:00,12.694819738207404
2022-01-19 04:00:00,14.707740743801551
2022-01-19 05:00:00,16.388262298985225
2022-01-19 06:00:00,19.904494409200232
2022-01-19 07:00:00,24.63235688226872
2022-01-19 08:00:00,26.811256606816517
2022-01-19 09:00:00,30.48114452995665
2022-01-19 10:00:00,33.01533412198407
2022-01-19 11:00:00,36.35971411832443
2022-01-19 12:00:00,35.06287401178901
2022-01-19 13:00:00,33.77049510657092
2022-01-19 14:00:00,37.17788686294356
2022-01-19 15:00:00,33.88148937688631
2022-01-19 16:00:00,34.14434000795687
2022-01-19 17:00:00,30.56321719630664
2022-01-19 18:00:00,26.89841682291611
2022-01-19 19:00:00,24.51368506229579
2022-01-19 20:00:00,23.81243816442101
2022-01-19 21:00:00,21.108361709500393
2022-01-19 22:00:00,15.612662804061054
2022-01-19 23:00:00,13.842606697396114
2022-01-20 00:00:00,14.015594397339324
2022-01-20 01:00:00,10.724104800718194
2022-01-20 02:00:00,12.900839720067129
2022-01-20 03:00:00,13.560505331488375
2022-01-20 04:00:00,15.976008813899202
2022-01-20 05:00:00,16.738841315879714
2022-01-20 06:00:00,18.496929124201852
2022-01-20 07:00:00,20.875717545751492
2022-01-20 08:00:00,25.413028865827144
2022-01-20 09:00:00,29.29347794726404
2022-01-20 10:00:00,32.02545152279085
2022-01-20 11:00:00,37.27693253970198
2022-01-20 12:00:00,37.228141293198064
2022-01-20 13:00:00,34.534652375095206
2022-01-20 14:00:00,36.090713917013545
2022-01-20 15:00:00,33.76046844153222
2022-01-20 16:00:00,32.03869314570385
2022-01-20 17:00:00,30.259479348796113
2022-01-20 18:00:00,28.01786171077465
2022-01-20 19:00:00,23.476304973912406
2022-01-20 20:00:00,22.47705766326684
2022-01-20 21:00:00,16.275987185590225
2022-01-20 22:00:00,15.514655090256278
2022-01-20 23:00:00,17.49581019331291
2022-01-21 00:00:00,12.73248816347599
2022-01-21 01:00:00,14.1391633997323
2022-01-21 02:00:00,12.535148816797891
2022-01-21 03:00:00,14.466774487903447
2022-01-21 04:00:00,15.415763712575929
2022-01-21 05:00:00,17.728401087988253
2022-01-21 06:00:00,19.706389729931065
2022-01-21 07:00:00,24.624135318082413
2022-01-21 08:00:00,25.80444745049432
2022-01-21 09:00:00,30.971731954027746
2022-01-21 10:00:00,34.084358561796066
2022-01-21 11:00:00,34.91155482523926
2022-01-21 12:00:00,35.13012490942055
2022-01-21 13:00:00,36.64897328843217
2022-01-21 14:00:00,35.09648842643447
2022-01-21 15:00:00,35.76507840258114
2022-01-21 16:00:00,29.709318928804514
2022-01-21 17:00:00,29.469943047379633
2022-01-21 18:00:00,24.095535241586976
2022-01-21 19:00:00,21.736092034305276
2022-01-21 20:00:00,22.921406669740055
2022-01-21 21:00:00,19.326789932692094
2022-01-21 22:00:00,14.421718154237787
2022-01-21 23:00:00,11.341853660847406
2022-01-22 00:00:00,6.088016105073163
2022-01-22 01:00:00,9.372429566279207
2022-01-22 02:00:00,14.165431880206743
2022-01-22 03:00:00,12.204888588905044
2022-01-22 04:00:00,12.332214685967372
2022-01-22 05:00:00,15.979129556517696
2022-01-22 06:00:00,15.397144373658687
2022-01-22 07:00:00,19.929360612309864
2022-01-22 08:00:00,23.161325619085893
2022-01-22 09:00:00,25.340031092713822
2022-01-22 10:00:00,28.765327380206145
2022-01-22 11:00:00,29.715096970357138
2022-01-22 12:00:00,31.218370978038987
2022-01-22 13:00:00,29.530460061188336
2022-01-22 14:00:00,31.562605063492814
2022-01-22 15:00:00,31.64153455243905
2022-01-22 16:00:00,26.123893918193907
2022-01-22 17:00:00,24.137638586873557
2022-01-22 18:00:00,25.015785914042635
2022-01-22 19:00:00,20.088329676313727
2022-01-22 20:00:00,19.844313991250182
2022-01-22 21:00:00,14.617705674428967
2022-01-22 22:00:00,15.35414147944768
2022-01-22 23:00:00,11.749790906917752
2022-01-23 00:00:00,10.918256557380197
2022-01-23 01:00:00,12.530982201129634
2022-01-23 02:00:00,9.988257606229897
2022-01-23 03:00:00,10.136606607601415
2022-01-23 04:00:00,12.493855621511711
2022-01-23 05:00:00,15.954358678901874
2022-01-23 06:00:00,15.383383117820696
2022-01-23 07:00:00,21.324016691226237
2022-01-23 08:00:00,22.19544197198103
2022-01-23 09:00:00,27.181481912662292
2022-01-23 10:00:00,23.97752828359416
2022-01-23 11:00:00,28.00748226035401
2022-01-23 12:00:00,27.6750051252518
2022-01-23 13:00:00,29.312371306328405
2022-01-23 14:00:00,30.576206203766368
2022-01-23 15:00:00,28.918490984835632
2022-01-23 16:00:00,27.188852387522843
2022-01-23 17:00:00,25.220985614491855
2022-01-23 18:00:00,23.30868130933756
2022-01-23 19:00:00,18.855006274334894
2022-01-23 20:00:00,18.79229618744004
2022-01-23 21:00:00,16.2698567085154
2022-01-23 22:00:00,13.7442588400384
2022-01-23 23:00:00,12.383089915615747
2022-01-24 00:00:00,12.828746181530025
2022-01-24 01:00:00,15.028655285423996
2022-01-24 02:00:00,12.253477923738272
2022-01-24 03:00:00,13.119906341349376
2022-01-24 04:00:00,14.353456426539626
2022-01-24 05:00:00,16.415673991124336
2022-01-24 06:00:00,18.985754364494518
2022-01-24 07:00:00,22.61889469280841
2022-01-24 08:00:00,26.945698706935335
2022-01-24 09:00:00,30.441556021065058
2022-01-24 10:00:00,32.497146616062125
2022-01-24 11:00:00,33.17534724031376
2022-01-24 12:00:00,36.87033899102248
2022-01-24 13:00:00,37.037255002433604
2022-01-24 14:00:00,35.28058968385951
2022-01-24 15:00:00,33.344275939461276
2022-01-24 16:00:00,33.24307540947858
2022-01-24 17:00:00,30.222073709547644
2022-01-24 18:00:00,24.879528390290876
2022-01-24 19:00:00,23.850120278678183
2022-01-24 20:00:00,21.2455157640077
2022-01-24 21:00:00,16.614525817259462
2022-01-24 22:00:00,15.768512886331864
2022-01-24 23:00:00,11.398297440964559
2022-01-25 00:00:00,14.382602222761912
2022-01-25 01:00:00,13.842365191101269
2022-01-25 02:00:00,11.999547071289209
2022-01-25 03:00:00,14.119356614398537
2022-01-25 04:00:00,11.861618029561864
2022-01-25 05:00:00,16.221138829870185
2022-01-25 06:00:00,20.402034141278026
2022-01-25 07:00:00,22.332680894883953
2022-01-25 08:00:00,28.11065305648825
2022-01-25 09:00:00,32.922045329902296
2022-01-25 10:00:00,30.640337796642857
2022-01-25 11:00:00,33.051390640280765
2022-01-25 12:00:00,35.85661033376972
2022-01-25 13:00:00,38.327994863285795
2022-01-25 14:00:00,33.66987631249497
2022-01-25 15:00:00,34.681139929868976
2022-01-25 16:00:00,35.13720815200647
2022-01-25 17:00:00,27.448461811511404
2022-01-25 18:00:00,25.117454522273515
2022-01-25 19:00:00,23.305470517332985
2022-01-25 20:00:00,20.061819902223103
2022-01-25 21:00:00,19.174562251898653
2022-01-25 22:00:00,15.838990557992938
2022-01-25 23:00:00,10.911732018176735
2022-01-26 00:00:00,13.145038790197136
2022-01-26 01:00:00,11.097942880702526
2022-01-26 02:00:00,14.283594011257778
2022-01-26 03:00:00,12.625775632194493
2022-01-26 04:00:00,14.513576335180755
2022-01-26 05:00:00,18.7580742338108
2022-01-26 06:00:00,21.97631607298922
2022-01-26 07:00:00,24.60065146937631
2022-01-26 08:00:00,24.496682521382976
2022-01-26 09:00:00,30.71767968923238
2022-01-26 10:00:00,30.8370435095983
2022-01-26 11:00:00,34.642762077476526
2022-01-26 12:00:00,33.349480007999496
2022-01-26 13:00:00,36.562236856522595
2022-01-26 14:00:00,34.275183304637025
2022-01-26 15:00:00,32.36589593470335
2022-01-26 16:00:00,33.45923579183349
2022-01-26 17:00:00,30.27309481185513
2022-01-26 18:00:00,26.104113295370848
2022-01-26 19:00:00,26.1052706970036
2022-01-26 20:00:00,20.1709477171292
2022-01-26 21:00:00,17.994538328560406
2022-01-26 22:00:00,15.871869431352012
2022-01-26 23:00:00,12.637658035656953
2022-01-27 00:00:00,13.07162585614833
2022-01-27 01:00:00,11.157301639186743
2022-01-27 02:00:00,11.747463932724122
2022-01-27 03:00:00,15.603442695821565
2022-01-27 04:00:00,13.898865934106198
2022-01-27 05:00:00,14.317049743506509
2022-01-27 06:00:00,23.236542215559094
2022-01-27 07:00:00,27.738952248778165
2022-01-27 08:00:00,26.401880018520075
2022-01-27 09:00:00,26.9884433389043
2022-01-27 10:00:00,31.904449662566563
2022-01-27 11:00:00,33.841107478857765
2022-01-27 12:00:00,35.1801134621535
2022-01-27 13:00:00,34.20235841691872
2022-01-27 14:00:00,36.334340937401606
2022-01-27 15:00:00,35.057202966547905
2022-01-27 16:00:00,30.12856719713152
2022-01-27 17:00:00,30.94249549737691
2022-01-27 18:00:00,30.088811389612914
2022-01-27 19:00:00,24.17290081852325
2022-01-27 20:00:00,20.314148979938487
2022-01-27 21:00:00,17.72321541828947
2022-01-27 22:00:00,16.382630163327693
2022-01-27 23:00:00,10.963471327855725
2022-01-28 00:00:00,12.60390589259266
2022-01-28 01:00:00,11.364433140320173
2022-01-28 02:00:00,15.129057357560775
2022-01-28 03:00:00,13.289883679949114
2022-01-28 04:00:00,17.95207224813548
2022-01-28 05:00:00,16.269582550098576
2022-01-28 06:00:00,21.688225885903478
2022-01-28 07:00:00,24.37935852471562
2022-01-28 08:00:00,25.689608250561097
2022-01-28 09:00:00,30.141416833241387
2022-01-28 10:00:00,34.16905368184876
2022-01-28 11:00:00,33.763685920971106
2022-01-28 12:00:00,32.905252446176206
2022-01-28 13:00:00,35.824042953827
2022-01-28 14:00:00,34.089561777742084
2022-01-28 15:00:00,33.735862069405194
2022-01-28 16:00:00,32.22789377207368
2022-01-28 17:00:00,27.316844337262697
