t,S,I,R
1.042606516290726759e+01,7.993340677021221491e+05,4.300129293720575561e+02,2.359193685056794720e+02
1.082706766917293173e+01,7.992915782923878869e+05,4.547834261482034890e+02,2.536382814638396894e+02
1.122807017543859587e+01,7.992466422778005945e+05,4.809793077799871526e+02,2.723784144193782026e+02
1.162907268170426001e+01,7.991991142402023543e+05,5.086851385854877208e+02,2.922006212120772375e+02
1.203007518796992414e+01,7.991488406026612502e+05,5.379902078762453357e+02,3.131691894624636916e+02
1.243107769423558828e+01,7.990956596294709016e+05,5.689885299572613349e+02,3.353518405718086797e+02
1.283208020050125242e+01,7.990394014261508128e+05,6.017788441269974555e+02,3.588197297221279314e+02
1.323308270676691656e+01,7.989798879394463729e+05,6.364646146773775399e+02,3.836474458761812230e+02
1.363408521303258070e+01,7.989169329573286232e+05,6.731540308937854888e+02,4.099130117774730024e+02
1.403508771929824483e+01,7.988503421089946060e+05,7.119600070550668534e+02,4.376978839502521623e+02
1.443609022556390897e+01,7.987799128648668993e+05,7.530001824335276979e+02,4.670869526995118122e+02
1.483709273182957311e+01,7.987054345365939662e+05,7.963969212949357370e+02,4.981685421109896197e+02
1.523809523809523725e+01,7.986266882770502707e+05,8.422773128985190851e+02,5.310344100511674696e+02
1.563909774436090139e+01,7.985434460321249207e+05,8.907737414338898816e+02,5.657802264410893258e+02
1.604010025062656553e+01,7.984553962611132301e+05,9.420644535073495263e+02,6.025392853793503036e+02
1.644110275689222789e+01,7.983622594305133680e+05,9.963112746077742941e+02,6.414292948787314117e+02
1.684210526315789380e+01,7.982637850187032018e+05,1.053660974285900238e+03,6.825540070108389727e+02
1.724310776942355972e+01,7.981596957615353167e+05,1.114275494180925989e+03,7.260287442836959144e+02
1.764411027568922208e+01,7.980496876523375977e+05,1.178331948020513892e+03,7.719803996417424514e+02
1.804511278195488444e+01,7.979334299419132294e+05,1.246022621620791597e+03,8.205474364658373361e+02
1.844611528822055035e+01,7.978105651385402307e+05,1.317554972886350015e+03,8.718798885732563804e+02
1.884711779448621627e+01,7.976807090079719201e+05,1.393151631810243089e+03,9.261393602176924560e+02
1.924812030075187863e+01,7.975434505734366830e+05,1.473050400473988475e+03,9.834990260892554943e+02
1.964912280701754099e+01,7.973983521156378556e+05,1.557504253047568454e+03,1.044143631314474305e+03
2.005012531328320691e+01,7.972449491727541899e+05,1.646781335789430614e+03,1.108269491456294645e+03
2.045112781954887282e+01,7.970827505404392723e+05,1.741164967046483071e+03,1.176084492514078875e+03
2.085213032581453518e+01,7.969112382718222216e+05,1.840953637254098112e+03,1.247808090923607097e+03
2.125313283208019755e+01,7.967298676775066415e+05,1.946461008936115377e+03,1.323671313557077610e+03
2.165413533834586346e+01,7.965380673255719012e+05,2.058015916704835490e+03,1.403916757723106457e+03
2.205513784461152937e+01,7.963352390415720874e+05,2.175962367261023246e+03,1.488798591166726283e+03
2.245614035087719174e+01,7.961207579085365869e+05,2.300659539393906016e+03,1.578582552069385656e+03
2.285714285714285410e+01,7.958939722669697367e+05,2.432481783981177614e+03,1.673545949048953617e+03
2.325814536340852001e+01,7.956542037148511736e+05,2.571818623988995114e+03,1.773977661159716490e+03
2.365914786967418593e+01,7.954007471076354850e+05,2.719074754471977940e+03,1.880178137892375389e+03
2.406015037593984829e+01,7.951328705582526745e+05,2.874670042573209230e+03,1.992459399174049850e+03
2.446115288220551065e+01,7.948498154371073470e+05,3.039039527524237656e+03,2.111145035368279423e+03
2.486215538847117656e+01,7.945507963720797561e+05,3.212633420645075148e+03,2.236570207275018220e+03
2.526315789473684248e+01,7.942350010120003717e+05,3.395917174074677860e+03,2.369081813924834933e+03
2.566416040100250484e+01,7.939014176505028736e+05,3.589427529518411575e+03,2.509154819978608430e+03
2.606516290726816720e+01,7.935490061283387477e+05,3.793742245695889324e+03,2.657251625965298444e+03
2.646616541353383312e+01,7.931767965895817615e+05,4.009439864773568388e+03,2.813763545644577789e+03
2.686716791979949903e+01,7.927837401515881065e+05,4.237138725212028476e+03,2.979121123199755402e+03
2.726817042606516139e+01,7.923687089049961651e+05,4.477496961765973538e+03,3.153794133237778169e+03
2.766917293233082376e+01,7.919304959137263941e+05,4.731212505484239955e+03,3.338291580789235013e+03
2.807017543859648967e+01,7.914678152149817906e+05,4.999023083709789717e+03,3.533161701308353258e+03
2.847117794486215558e+01,7.909793018192471936e+05,5.281706220079704508e+03,3.738991960672995447e+03
2.887218045112781795e+01,7.904635117102899821e+05,5.580079234525193897e+03,3.956409055184662066e+03
2.927318295739348031e+01,7.899189218451597262e+05,5.894999243271597152e+03,4.186078911568496551e+03
2.967418546365914622e+01,7.893439301541881869e+05,6.227363158838380514e+03,4.428706686973280739e+03
3.007518796992481214e+01,7.887368555409893161e+05,6.578107690039131739e+03,4.685036768971430320e+03
3.047619047619047450e+01,7.880959378824593732e+05,6.948209341981559191e+03,4.955852775559000293e+03
3.087719298245613686e+01,7.874193380287766922e+05,7.338684416067511847e+03,5.241977555155686787e+03
3.127819548872180277e+01,7.867051378034021473e+05,7.750589009992954743e+03,5.544273186604826151e+03
3.167919799498746869e+01,7.859513400030784542e+05,8.185019017747984435e+03,5.863640979173390406e+03
3.208020050125313105e+01,7.851558683978311019e+05,8.643110129616812628e+03,6.201021472551985426e+03
3.248120300751879341e+01,7.843165677309671883e+05,9.126037832177784367e+03,6.557394436854861851e+03
3.288220551378445577e+01,7.834312037190765841e+05,9.635017408303378033e+03,6.933778872619910544e+03
3.328320802005012524e+01,7.824974630520310020e+05,1.017130393716019535e+04,7.331233010808661675e+03
3.368421052631578760e+01,7.815129533929846948e+05,1.073619229420894044e+04,7.750854312806268354e+03
3.408521303258144997e+01,7.804752033783738734e+05,1.133101715120447625e+04,8.193779470421537553e+03
3.448621553884711943e+01,7.793816626179171726e+05,1.195715297619578632e+04,8.661184405886924651e+03
3.488721804511278179e+01,7.782297016946154181e+05,1.261601403352594934e+04,9.154284271858487045e+03
3.528822055137844416e+01,7.770166121647517430e+05,1.330905438383220462e+04,9.674333451415954187e+03
3.568922305764410652e+01,7.757396501834107330e+05,1.403772705212107758e+04,1.022262276446809119e+04
3.609022556390976888e+01,7.743975679991474608e+05,1.480200778396315400e+04,1.080042421688924151e+04
3.649122807017543835e+01,7.729872724774422823e+05,1.560343014358637993e+04,1.140929737897116865e+04
3.689223057644110071e+01,7.715044831660183845e+05,1.644455462440325209e+04,1.205096220957821788e+04
3.729323308270676307e+01,7.699449354321223218e+05,1.732786235462811965e+04,1.272720221324942759e+04
3.769423558897243254e+01,7.683043804625242483e+05,1.825575509727711324e+04,1.343986444019850933e+04
3.809523809523809490e+01,7.665785852635179181e+05,1.923055525016813408e+04,1.419085948631379506e+04
3.849624060150375726e+01,7.647633326609206852e+05,2.025450584592091764e+04,1.498216149315832445e+04
3.889724310776941962e+01,7.628544213000731543e+05,2.132977055195697903e+04,1.581580814796978302e+04
3.929824561403508199e+01,7.608476656458397629e+05,2.245843367049963854e+04,1.669390068366052947e+04
3.969924812030075145e+01,7.587388959826081991e+05,2.364250013857403974e+04,1.761860387881760107e+04
4.010025062656641381e+01,7.565239584142902168e+05,2.488389552800705133e+04,1.859214605770264461e+04
4.050125313283207618e+01,7.541987148643204710e+05,2.618446604542740533e+04,1.961681909025202913e+04
4.090225563909774564e+01,7.517590430756574497e+05,2.754597853226563166e+04,2.069497839207678044e+04
4.130325814536340800e+01,7.492008366107833572e+05,2.897012046475400712e+04,2.182904292446254840e+04
4.170426065162907037e+01,7.465200048517035320e+05,3.045849995392665005e+04,2.302149519436969422e+04
4.210526315789473273e+01,7.437124729999472620e+05,3.201264574561947302e+04,2.427488125443321769e+04
4.250626566416039509e+01,7.407741820765669690e+05,3.363400722047017189e+04,2.559181070296279358e+04
4.290726817042606456e+01,7.377010889221387915e+05,3.532395439391828404e+04,2.697495668394280074e+04
4.330827067669172692e+01,7.344891661967627006e+05,3.708377791620505741e+04,2.842705588703216927e+04
4.370927318295738928e+01,7.311344023800616851e+05,3.891468907237359963e+04,2.995090854756459885e+04
4.411027568922305875e+01,7.276328017711825669e+05,4.081781978226885985e+04,3.154937844654846413e+04
4.451127819548872111e+01,7.239803844887957675e+05,4.279422260053744685e+04,3.322539291066667647e+04
4.491228070175438347e+01,7.201731864710950758e+05,4.484487071662790549e+04,3.498194281227695319e+04
4.531328320802004583e+01,7.162072594757977640e+05,4.697065795479052031e+04,3.682208256941160653e+04
4.571428571428570820e+01,7.120786710801449372e+05,4.917239877407737367e+04,3.874893014577763097e+04
4.611528822055137766e+01,7.077835046809008345e+05,5.145082826834241132e+04,4.076566705075671780e+04
4.651629072681704002e+01,7.033178594943536445e+05,5.380660216624121676e+04,4.287553833940512413e+04
4.691729323308270239e+01,6.986803000099584460e+05,5.623953005928799394e+04,4.508016993075340724e+04
4.731829573934837185e+01,6.938731253540251637e+05,5.874769621809254750e+04,4.737917842788209964e+04
4.771929824561403422e+01,6.888925054709420074e+05,6.133047710247072973e+04,4.977701742658710282e+04
4.812030075187969658e+01,6.837349395566892345e+05,6.398694161862206238e+04,5.227811882468856493e+04
4.852130325814535894e+01,6.783976273539039539e+05,6.671574652020975191e+04,5.488662612588618504e+04
4.892230576441102130e+01,6.728784691518800100e+05,6.951513640836063132e+04,5.760639443975922040e+04
4.932330827067669077e+01,6.671760657865679823e+05,7.238294373166533478e+04,6.044099048176653741e+04
4.972431077694235313e+01,6.612897186405754182e+05,7.531658878617797745e+04,6.339369257324643695e+04
5.012531328320801549e+01,6.552194296431663679e+05,7.831307971541651932e+04,6.646749064141692361e+04
5.052631578947368496e+01,6.489659012702616164e+05,8.136901251036263420e+04,6.966508621937557473e+04
5.092731829573934732e+01,6.425305365444389172e+05,8.448057100946152059e+04,7.298889244609937305e+04
5.132832080200500968e+01,6.359154390349326422e+05,8.764352689862216357e+04,7.644103406644504867e+04
5.172932330827067204e+01,6.291234128576337826e+05,9.085323971121724753e+04,8.002334743114879529e+04
5.213032581453633441e+01,6.221579626750904135e+05,9.410465682808309793e+04,8.373738049682643032e+04
5.253132832080200387e+01,6.150232936965066474e+05,9.739231347751981230e+04,8.758439282597336569e+04
5.293233082706766623e+01,6.077243116777444957e+05,1.007103327352909837e+05,9.156535558696440421e+04
5.333333333333332860e+01,6.002666229213217739e+05,1.040524255246240646e+05,9.568095155405410333e+04
5.373433583959899806e+01,5.926565342764131492e+05,1.074118906162101630e+05,9.993157510737660050e+04
5.413533834586466043e+01,5.849010531388506060e+05,1.107816146282039699e+05,1.043173322329453658e+05
5.453634085213032279e+01,5.770078874511222821e+05,1.141540720262239629e+05,1.088380405226536968e+05
5.493734335839598515e+01,5.689854457023733994e+05,1.175213251233522897e+05,1.134932291742742964e+05
5.533834586466164751e+01,5.608428369284057990e+05,1.208750240801347682e+05,1.182821389914595493e+05
5.573934837092731698e+01,5.525898707116777077e+05,1.242064069045809447e+05,1.232037223837414058e+05
5.614035087719297934e+01,5.442370571813050192e+05,1.275062994521639048e+05,1.282566433665311633e+05
5.654135338345864170e+01,5.357956070130596636e+05,1.307651154258205352e+05,1.334392775611199322e+05
5.694235588972431117e+01,5.272774314293703064e+05,1.339728563759514946e+05,1.387497121946784027e+05
5.734335839598997353e+01,5.186951421993227559e+05,1.371191117004209082e+05,1.441857461002565688e+05
5.774436090225563589e+01,5.100620516386592644e+05,1.401930586445567315e+05,1.497448897167842370e+05
5.814536340852129825e+01,5.013921726097789942e+05,1.431834623011506046e+05,1.554243650890706922e+05
5.854636591478696062e+01,4.927002185217378428e+05,1.460786756104577507e+05,1.612211058678048139e+05
5.894736842105263008e+01,4.840016033302479773e+05,1.488666393601972959e+05,1.671317573095551343e+05
5.934837092731829244e+01,4.753124415376794059e+05,1.515348821855516871e+05,1.731526762767694308e+05
5.974937343358395481e+01,4.666492070309949922e+05,1.540707314209113538e+05,1.792800615480934503e+05
6.015037593984962427e+01,4.580196053434639471e+05,1.564685572820924572e+05,1.855118373744433629e+05
6.055137844611528664e+01,4.494305354706857470e+05,1.587272328122815816e+05,1.918422317170324968e+05
6.095238095238094900e+01,4.408909106213743216e+05,1.608449824074044882e+05,1.982641069712210156e+05
6.135338345864661136e+01,4.324092964446243714e+05,1.628202606183909229e+05,2.047704429369845020e+05
6.175438596491227372e+01,4.239939110299111926e+05,1.646517521511744417e+05,2.113543368189141329e+05
6.215538847117794319e+01,4.156526249070905033e+05,1.663383718666926143e+05,2.180090032262167078e+05
6.255639097744360555e+01,4.073929610463988502e+05,1.678792647808867623e+05,2.247277741727141547e+05
6.295739348370926791e+01,3.992220948584531434e+05,1.692738060647022794e+05,2.315040990768443735e+05
6.335839598997493738e+01,3.911468541942506563e+05,1.705216010440883983e+05,2.383315447616607125e+05
6.375939849624059974e+01,3.831737193451697240e+05,1.716224851999982202e+05,2.452037954548317939e+05
6.416040100250626210e+01,3.753088230429689283e+05,1.725765241683888016e+05,2.521146527886420372e+05
6.456140350877193157e+01,3.675579504597871564e+05,1.733840137402211549e+05,2.590580357999913977e+05
6.496240601503758683e+01,3.599265392081446480e+05,1.740454798614600440e+05,2.660279809303949587e+05
6.536340852130325629e+01,3.524196793409412494e+05,1.745616786330743635e+05,2.730186420259841252e+05
6.576441102756891155e+01,3.450421133514581597e+05,1.749335963110367302e+05,2.800242903375048190e+05
6.616541353383458102e+01,3.377982361733564176e+05,1.751624493063237169e+05,2.870393145203195745e+05
6.656641604010025048e+01,3.306920951806781814e+05,1.752496841849158518e+05,2.940582206344056176e+05
6.696741854636590574e+01,3.237273901878461475e+05,1.751969776677975315e+05,3.010756321443559136e+05
6.736842105263157521e+01,3.169074734496631427e+05,1.750062366309571080e+05,3.080862899193793419e+05
6.776942355889724467e+01,3.102353496613129973e+05,1.746795981053867436e+05,3.150850522332998225e+05
6.817042606516289993e+01,3.037136759583600797e+05,1.742194292770826141e+05,3.220668947645567823e+05
6.857142857142856940e+01,2.973447619167488301e+05,1.736283274870447349e+05,3.290269105962060275e+05
6.897243107769423887e+01,2.911305695528046344e+05,1.729091202312770474e+05,3.359603102159178234e+05
6.937343358395989412e+01,2.850727133232337073e+05,1.720648651607875072e+05,3.428624215159782907e+05
6.977443609022556359e+01,2.791724601251221611e+05,1.710988500815877051e+05,3.497286897932895808e+05
7.017543859649121885e+01,2.734307292959372862e+05,1.700145929546934785e+05,3.565546777493686532e+05
7.057644110275688831e+01,2.678480926135263289e+05,1.688158418961243005e+05,3.633360654903487302e+05
7.097744360902255778e+01,2.624247742961177137e+05,1.675065751769037161e+05,3.700686505269779591e+05
7.137844611528821304e+01,2.571606510023201117e+05,1.660910012230591092e+05,3.767483477746200515e+05
7.177944862155388250e+01,2.520552518311226158e+05,1.645735586156217905e+05,3.833711895532549825e+05
7.218045112781953776e+01,2.471077583218952350e+05,1.629589160906269681e+05,3.899333255874770693e+05
7.258145363408520723e+01,2.423170044543881668e+05,1.612519725391137472e+05,3.964310230064973002e+05
7.298245614035087669e+01,2.376814571173605218e+05,1.594578924995964917e+05,4.028606503830428119e+05
7.338345864661653195e+01,2.331940997874073510e+05,1.575906913274847902e+05,4.092152088851076551e+05
7.378446115288220142e+01,2.288474161892710545e+05,1.556625402202401892e+05,4.154900435904886108e+05
7.418546365914787089e+01,2.246373110086116358e+05,1.536788167328946001e+05,4.216838722584936186e+05
7.458646616541352614e+01,2.205597802009503939e+05,1.516447264400366403e+05,4.277954933590127621e+05
7.498746867167919561e+01,2.166109109916696034e+05,1.495653029358113708e+05,4.338237860725188511e+05
7.538847117794486508e+01,2.127868818760132999e+05,1.474454078339206753e+05,4.397677102900658501e+05
7.578947368421052033e+01,2.090839626190868730e+05,1.452897307676231139e+05,4.456263066132898675e+05
7.619047619047618980e+01,2.054985142558566295e+05,1.431027893897336326e+05,4.513986963544095634e+05
7.659147869674184506e+01,2.020269890911507537e+05,1.408889293726241740e+05,4.570840815362249268e+05
7.699248120300751452e+01,1.986659306996582891e+05,1.386523244082229794e+05,4.626817448921185569e+05
7.739348370927318399e+01,1.954119739259300404e+05,1.363969762080151995e+05,4.681910498660545563e+05
7.779448621553883925e+01,1.922618448843780207e+05,1.341267145030426036e+05,4.736114406125791720e+05
7.819548872180450871e+01,1.892123609592754510e+05,1.318451970439034340e+05,4.789424419968209695e+05
7.859649122807016397e+01,1.862604308047571394e+05,1.295559096007527987e+05,4.841836595944898436e+05
7.899749373433583344e+01,1.834030543448189273e+05,1.272621659633021918e+05,4.893347796918786480e+05
7.939849624060150290e+01,1.806373227733183885e+05,1.249671079408200167e+05,4.943955692858613911e+05
7.979949874686715816e+01,1.779604185539742466e+05,1.226737053621312516e+05,4.993658760838942835e+05
8.020050125313282763e+01,1.753696154203664628e+05,1.203847560756173625e+05,5.042456285040159710e+05
8.060150375939849710e+01,1.728622783759365557e+05,1.181028859492166084e+05,5.090348356748466613e+05
8.100250626566415235e+01,1.704358636939873686e+05,1.158305488704240124e+05,5.137335874355884152e+05
8.140350877192982182e+01,1.680879189176828659e+05,1.135700267462908814e+05,5.183420543360260781e+05
8.180451127819549129e+01,1.658160828600486275e+05,1.113234295034254901e+05,5.228604876365256496e+05
8.220551378446114654e+01,1.636180856039715582e+05,1.090926950879927463e+05,5.272892193080354482e+05
8.260651629072681601e+01,1.614917485021997127e+05,1.068795894657139434e+05,5.316286620320860529e+05
8.300751879699247127e+01,1.594349841773427615e+05,1.046857066218673572e+05,5.358793092007895466e+05
8.340852130325814073e+01,1.574457965218714089e+05,1.025124685612875910e+05,5.400417349168406799e+05
8.380952380952381020e+01,1.555222806981179747e+05,1.003611253083660849e+05,5.441165939935157076e+05
8.421052631578946546e+01,1.536626231382760452e+05,9.823275490705101402e+04,5.481046219546726206e+05
8.461152882205513492e+01,1.518651015444005316e+05,9.612826342084690987e+04,5.520066350347521948e+05
8.501253132832079018e+01,1.501280848884077859e+05,9.404838493281530100e+04,5.558235301787765929e+05
8.541353383458645965e+01,1.484500334120753105e+05,9.199368154557392700e+04,5.595562850423504133e+05
8.581453634085212911e+01,1.468294986270421359e+05,8.996454338129761163e+04,5.632059579916599905e+05
8.621553884711778437e+01,1.452650925577583839e+05,8.796121565891023783e+04,5.667736917833312182e+05
8.661654135338345384e+01,1.437527125838540669e+05,8.598624057992617600e+04,5.702610468362194952e+05
8.701754385964912331e+01,1.422890690470478439e+05,8.404138483001734130e+04,5.736695461229345528e+05
8.741854636591477856e+01,1.408726583732413128e+05,8.212683996497601038e+04,5.770005016617825022e+05
8.781954887218044803e+01,1.395020088209558744e+05,8.024277381063500070e+04,5.802552173684089212e+05
8.822055137844611750e+01,1.381756804813330527e+05,7.838933046286806348e+04,5.834349890557986218e+05
8.862155388471177275e+01,1.368922652781343495e+05,7.656663028758969449e+04,5.865411044342757668e+05
8.902255639097744222e+01,1.356503869677410403e+05,7.477476992075491580e+04,5.895748431115038693e+05
8.942355889724309748e+01,1.344487011391545821e+05,7.301382226835971233e+04,5.925374765924854437e+05
8.982456140350876694e+01,1.332858952139962348e+05,7.128383650644059526e+04,5.954302682795629371e+05
9.022556390977443641e+01,1.321606884465072653e+05,6.958483808107496588e+04,5.982544734724175651e+05
9.062656641604009167e+01,1.310718319235490198e+05,6.791682870838094095e+04,6.010113393680697773e+05
9.102756892230576113e+01,1.300181085646025895e+05,6.627978637451722170e+04,6.037021050608799560e+05
9.142857142857141639e+01,1.289983331217692466e+05,6.467366533568344312e+04,6.063280015425471356e+05
9.182957393483708586e+01,1.280113521797700232e+05,6.309839611811977375e+04,6.088902517021100502e+05
9.223057644110275533e+01,1.270560441559460742e+05,6.155388551810725767e+04,6.113900703259464353e+05
9.263157894736841058e+01,1.261313193002584740e+05,6.004001660196766898e+04,6.138286640977736097e+05
9.303258145363408005e+01,1.252361196952881874e+05,5.855664870606337354e+04,6.162072315986482427e+05
9.343358395989974952e+01,1.243694192562362296e+05,5.710361743679760548e+04,6.185269633069660049e+05
9.383458646616540477e+01,1.235302237309235497e+05,5.568073467061434349e+04,6.207890415984619176e+05
9.423558897243107424e+01,1.227175706997910311e+05,5.428778855399813619e+04,6.229946407462105853e+05
9.463659147869674371e+01,1.219305295758995635e+05,5.292454350347440050e+04,6.251449269206258468e+05
9.503759398496239896e+01,1.211682016049299855e+05,5.159074020560930512e+04,6.272410581894605421e+05
9.543859649122806843e+01,1.204297198651830404e+05,5.028609561700961785e+04,6.292841845178070944e+05
9.583959899749372369e+01,1.197142492675795511e+05,4.901030296432297473e+04,6.312754477680972777e+05
9.624060150375939315e+01,1.190209865556601726e+05,4.776303174423761811e+04,6.332159817001019837e+05
9.664160401002506262e+01,1.183491603055856249e+05,4.654392772348261497e+04,6.351069119709315710e+05
9.704260651629071788e+01,1.176980309261365619e+05,4.535261293882775499e+04,6.369493561350355158e+05
9.744360902255638734e+01,1.170668906587135425e+05,4.418868569708349241e+04,6.387444236442027614e+05
9.784461152882204260e+01,1.164550635773371905e+05,4.305172057510111335e+04,6.404932158475614851e+05
9.824561403508771207e+01,1.158619055886479618e+05,4.194126841977251024e+04,6.421968259915793315e+05
9.864661654135338154e+01,1.152868044319064065e+05,4.085685634803040739e+04,6.438563392200630624e+05
9.904761904761903679e+01,1.147291796789929795e+05,3.979798774684824457e+04,6.454728325741585577e+05
9.944862155388470626e+01,1.141884827344080550e+05,3.876414227324014792e+04,6.470473749923516298e+05
9.984962406015037573e+01,1.136641968352720432e+05,3.775477585426099540e+04,6.485810273104668595e+05
1.002506265664160310e+02,1.131558370513253030e+05,3.676932068700644595e+04,6.500748422616680618e+05
1.006516290726817004e+02,1.126629312019144709e+05,3.580719216942919593e+04,6.515298766286561731e+05
1.010526315789473699e+02,1.121847027355450118e+05,3.486796453176331852e+04,6.529473327326915460e+05
1.014536340852130252e+02,1.117206387563249882e+05,3.395125548612826969e+04,6.543281057575466111e+05
1.018546365914786946e+02,1.112703734724827955e+05,3.305665294572732091e+04,6.556729735817897599e+05
1.022556390977443499e+02,1.108335459709038696e+05,3.218374750654788659e+04,6.569827065225481056e+05
1.026566416040100194e+02,1.104098002171305707e+05,3.133213244736123306e+04,6.582580673355080653e+05
1.030576441102756888e+02,1.099987850553622993e+05,3.050140372972275145e+04,6.594998112149147782e+05
1.034586466165413441e+02,1.096001542084554385e+05,2.969115999797181939e+04,6.607086857935725711e+05
1.038596491228070136e+02,1.092135662779233098e+05,2.890100257923174286e+04,6.618854311428447254e+05
1.042606516290726688e+02,1.088386847439362900e+05,2.813053548340994530e+04,6.630307797726535937e+05
1.046616541353383383e+02,1.084751779653216508e+05,2.737936540319774213e+04,6.641454566314804833e+05
1.050626566416040077e+02,1.081227191795637482e+05,2.664710171407053713e+04,6.652301791063655401e+05
1.054636591478696630e+02,1.077809865028038766e+05,2.593335647428773518e+04,6.662856570229082135e+05
1.058646616541353325e+02,1.074496629298403132e+05,2.523774442489267676e+04,6.673125926452667918e+05
1.062656641604010019e+02,1.071284363341283170e+05,2.455988298971278709e+04,6.683116806761587504e+05
1.066666666666666572e+02,1.068169994677801878e+05,2.389939227535947430e+04,6.692836082568601705e+05
1.070676691729323267e+02,1.065150499615651206e+05,2.325589507122810755e+04,6.702290549672066700e+05
1.074686716791979961e+02,1.062222903249093652e+05,2.262901684949811533e+04,6.711486928255923558e+05
1.078696741854636514e+02,1.059384279458961537e+05,2.201838576513293447e+04,6.720431862889707554e+05
1.082706766917293209e+02,1.056631750912656717e+05,2.142363265587994829e+04,6.729131922528542345e+05
1.086716791979949761e+02,1.053962489064151159e+05,2.084439104227061762e+04,6.737593600513141137e+05
1.090726817042606456e+02,1.051373714153986512e+05,2.028029712762033159e+04,6.745823314569809008e+05
1.094736842105263150e+02,1.048862695209274534e+05,1.973098979802855683e+04,6.753827406810438260e+05
1.098746867167919703e+02,1.046426750043696811e+05,1.919611062237875376e+04,6.761612143732514232e+05
1.102756892230576398e+02,1.044063245257504459e+05,1.867530385233832931e+04,6.769183716219110647e+05
1.106766917293232950e+02,1.041769596237518999e+05,1.816821642235877516e+04,6.776548239538891939e+05
1.110776942355889645e+02,1.039543267157131049e+05,1.767449794967550770e+04,6.783711753346112091e+05
1.114786967418546340e+02,1.037381770976301923e+05,1.719380073430802804e+04,6.790680221680615796e+05
1.118796992481202892e+02,1.035282669441562466e+05,1.672577975905980929e+04,6.797459532967838459e+05
1.122807017543859587e+02,1.033243573086013057e+05,1.627009268951828926e+04,6.804055500018802704e+05
1.126817042606516281e+02,1.031262141229324479e+05,1.582639987405497595e+04,6.810473860030124197e+05
1.130827067669172834e+02,1.029336081977737049e+05,1.539436434382536754e+04,6.816720274584008148e+05
1.134837092731829529e+02,1.027463152224061050e+05,1.497365181276893418e+04,6.822800329648248153e+05
1.138847117794486223e+02,1.025641162916254107e+05,1.456393071140296706e+04,6.828719529969714349e+05
1.142857142857142776e+02,1.023869589436833485e+05,1.416490004596041763e+04,6.834481410103560193e+05
1.146867167919799471e+02,1.022148220257182547e+05,1.377632496801881280e+04,6.840088530062626814e+05
1.150877192982456023e+02,1.020475851679450716e+05,1.339798001038111579e+04,6.845544348216735525e+05
1.154887218045112718e+02,1.018851293413274252e+05,1.302964193878448168e+04,6.850852287198879058e+05
1.158897243107769413e+02,1.017273368575775530e+05,1.267108975190036108e+04,6.856015733905218076e+05
1.162907268170425965e+02,1.015740913691563619e+05,1.232210468133445283e+04,6.861038039495089324e+05
