t,S,I,R
2.125313283208019755e+01,2.997278627883538138e+05,8.075507230291221106e+01,1.913821393432699836e+02
2.165413533834586346e+01,2.997249554976299405e+05,8.042910854739294280e+01,1.946153938226394757e+02
2.205513784461152937e+01,2.997220599024100811e+05,8.010442557801283670e+01,1.978356720118511873e+02
2.245614035087719174e+01,2.997191759600850055e+05,7.978101892436586695e+01,2.010430209906126606e+02
2.285714285714285410e+01,2.997163036281405366e+05,7.945888412528972822e+01,2.042374877341700881e+02
2.325814536340852001e+01,2.997134428641577833e+05,7.913801672886586402e+01,2.074191191133084260e+02
2.365914786967418593e+01,2.997105936258131987e+05,7.881841229241945257e+01,2.105879618943511673e+02
2.406015037593984829e+01,2.997077558708782890e+05,7.850006638251940672e+01,2.137440627391605119e+02
2.446115288220551065e+01,2.997049295572198462e+05,7.818297457497835978e+01,2.168874682051374521e+02
2.486215538847117656e+01,2.997021146427998901e+05,7.786713245485269397e+01,2.200182247452215165e+02
2.526315789473684248e+01,2.996993110856756102e+05,7.755253561644251192e+01,2.231363787078909979e+02
2.566416040100250484e+01,2.996965188439995400e+05,7.723917966329166518e+01,2.262419763371627823e+02
2.606516290726816720e+01,2.996937378760192078e+05,7.692706020818773993e+01,2.293350637725924912e+02
2.646616541353383312e+01,2.996909681400775444e+05,7.661617287316202862e+01,2.324156870492744247e+02
2.686716791979949903e+01,2.996882095946126501e+05,7.630651328948960099e+01,2.354838920978415615e+02
2.726817042606516139e+01,2.996854621981577948e+05,7.599807709768923303e+01,2.385397247444654454e+02
2.766917293233082376e+01,2.996827259093415923e+05,7.569085994752343538e+01,2.415832307108564407e+02
2.807017543859648967e+01,2.996800006868877099e+05,7.538485749799846758e+01,2.446144556142635338e+02
2.847117794486215558e+01,2.996772864896151004e+05,7.508006541736430961e+01,2.476334449674743610e+02
2.887218045112781795e+01,2.996745832764380611e+05,7.477647938311467612e+01,2.506402441788152373e+02
2.927318295739348031e+01,2.996718910063658259e+05,7.447409508198704486e+01,2.536348985521511850e+02
2.967418546365914622e+01,2.996692096385031473e+05,7.417290820996257139e+01,2.566174532868859046e+02
3.007518796992481214e+01,2.996665391320497147e+05,7.387291447226620278e+01,2.595879534779617188e+02
3.047619047619047450e+01,2.996638794463007362e+05,7.357410958336659235e+01,2.625464441158595719e+02
3.087719298245613686e+01,2.996612305406464147e+05,7.327648926697612808e+01,2.654929700865993141e+02
3.127819548872180277e+01,2.996585923745721811e+05,7.298004925605093263e+01,2.684275761717392470e+02
3.167919799498746869e+01,2.996559649076588103e+05,7.268478529279084910e+01,2.713503070483764645e+02
3.208020050125313105e+01,2.996533480995821883e+05,7.239069312863952632e+01,2.742612072891465687e+02
3.248120300751879341e+01,2.996507419101134874e+05,7.209776852428423410e+01,2.771603213622241242e+02
3.288220551378445577e+01,2.996481462991189910e+05,7.180600724965606219e+01,2.800476936313220904e+02
3.328320802005012524e+01,2.996455612265603268e+05,7.151540508392980655e+01,2.829233683556922756e+02
3.368421052631578760e+01,2.996429866524942918e+05,7.122595781552399785e+01,2.857873896901251101e+02
3.408521303258144997e+01,2.996404225370729109e+05,7.093766124210091562e+01,2.886398016849495889e+02
3.448621553884711943e+01,2.996378688405433786e+05,7.065051117056653140e+01,2.914806482860335564e+02
3.488721804511278179e+01,2.996353255232481170e+05,7.036450341707060829e+01,2.943099733347835354e+02
3.528822055137844416e+01,2.996327925456248340e+05,7.007963380700658718e+01,2.971278205681445570e+02
3.568922305764410652e+01,2.996302698682063492e+05,6.979589817501170046e+01,2.999342336186003877e+02
3.609022556390976888e+01,2.996277574516208260e+05,6.951329236496687258e+01,3.027292560141735294e+02
3.649122807017543835e+01,2.996252552565915394e+05,6.923181222999676265e+01,3.055129311784252764e+02
3.689223057644110071e+01,2.996227632439370500e+05,6.895145363246979286e+01,3.082853024304552036e+02
3.729323308270676307e+01,2.996202813745710882e+05,6.867221244399809166e+01,3.110464129849019628e+02
3.769423558897243254e+01,2.996178096095026121e+05,6.839408454543755056e+01,3.137963059519427134e+02
3.809523809523809490e+01,2.996153479098358075e+05,6.811706582688776734e+01,3.165350243372932368e+02
3.849624060150375726e+01,2.996128962367700879e+05,6.784115218769210287e+01,3.192626110422080501e+02
3.889724310776941962e+01,2.996104545516000362e+05,6.756633953643761004e+01,3.219791088634804055e+02
3.929824561403508199e+01,2.996080228157155798e+05,6.729262379095511903e+01,3.246845604934421203e+02
3.969924812030075145e+01,2.996056009906016989e+05,6.702000087831915209e+01,3.273790085199638611e+02
4.010025062656641381e+01,2.996031890378386597e+05,6.674846673484802295e+01,3.300624954264546318e+02
4.050125313283207618e+01,2.996007869191020145e+05,6.647801730610373738e+01,3.327350635918624562e+02
4.090225563909774564e+01,2.995983945961624268e+05,6.620864854689202161e+01,3.353967552906739797e+02
4.130325814536340800e+01,2.995960120308857877e+05,6.594035642126239338e+01,3.380476126929142424e+02
4.170426065162907037e+01,2.995936391852333327e+05,6.567313690250804825e+01,3.406876778641473038e+02
4.210526315789473273e+01,2.995912760212613503e+05,6.540698597316594487e+01,3.433169927654756748e+02
4.250626566416039509e+01,2.995889225011214148e+05,6.514189962501677655e+01,3.459355992535407154e+02
4.290726817042606456e+01,2.995865785870603868e+05,6.487787385908494286e+01,3.485435390805222369e+02
4.330827067669172692e+01,2.995842442414201796e+05,6.461490468563862066e+01,3.511408538941389565e+02
4.370927318295738928e+01,2.995819194266381091e+05,6.435298812418970726e+01,3.537275852376481566e+02
4.411027568922305875e+01,2.995796041052466026e+05,6.409212020349379202e+01,3.563037745498457980e+02
4.451127819548872111e+01,2.995772982398733729e+05,6.383229696155027000e+01,3.588694631650665201e+02
4.491228070175438347e+01,2.995750017932411865e+05,6.357351444560221410e+01,3.614246923131835274e+02
4.531328320802004583e+01,2.995727147281682119e+05,6.331576871213646029e+01,3.639695031196088166e+02
4.571428571428570820e+01,2.995704370075677871e+05,6.305905582688357214e+01,3.665039366052933474e+02
4.611528822055137766e+01,2.995681685944484198e+05,6.280337186481781941e+01,3.690280336867260758e+02
4.651629072681704002e+01,2.995659094519139035e+05,6.254871291015726342e+01,3.715418351759352618e+02
4.691729323308270239e+01,2.995636595431631431e+05,6.229507505636366460e+01,3.740453817804874461e+02
4.731829573934837185e+01,2.995614188314903295e+05,6.204245440614251095e+01,3.765387141034881324e+02
4.771929824561403422e+01,2.995591872802849393e+05,6.179084707144302513e+01,3.790218726435811050e+02
4.812030075187969658e+01,2.995569648530315608e+05,6.154024917345820711e+01,3.814948977949493383e+02
4.852130325814535894e+01,2.995547515133100096e+05,6.129065684262473468e+01,3.839578298473140876e+02
4.892230576441102130e+01,2.995525472247953876e+05,6.104206621862304871e+01,3.864107089859354573e+02
4.932330827067669077e+01,2.995503519512579660e+05,6.079447345037731054e+01,3.888535752916121737e+02
4.972431077694235313e+01,2.995481656565632438e+05,6.054787469605544459e+01,3.912864687406815847e+02
5.012531328320801549e+01,2.995459883046718896e+05,6.030226612306908152e+01,3.937094292050198874e+02
5.052631578947368496e+01,2.995438198596398579e+05,6.005764390807358666e+01,3.961224964520416734e+02
5.092731829573934732e+01,2.995416602856182726e+05,5.981400423696807422e+01,3.985257101447006107e+02
5.132832080200500968e+01,2.995395095468536019e+05,5.957134330489539309e+01,4.009191098414885914e+02
5.172932330827067204e+01,2.995373676076873089e+05,5.932965731624210548e+01,4.033027349964364134e+02
5.213032581453633441e+01,2.995352344325562008e+05,5.908894248463853671e+01,4.056766249591136670e+02
5.253132832080200387e+01,2.995331099859923706e+05,5.884919503295871124e+01,4.080408189746283369e+02
5.293233082706766623e+01,2.995309942326230230e+05,5.861041119332043081e+01,4.103953561836274275e+02
5.333333333333332860e+01,2.995288871371705900e+05,5.837258720708519633e+01,4.127402756222961671e+02
5.373433583959899806e+01,2.995267886644527316e+05,5.813571932485825755e+01,4.150756162223589740e+02
5.413533834586466043e+01,2.995246987793823937e+05,5.789980380648860603e+01,4.174014168110783203e+02
5.453634085213032279e+01,2.995226174469676334e+05,5.766483692106894665e+01,4.197177161112560384e+02
5.493734335839598515e+01,2.995205446323117940e+05,5.743081494693572608e+01,4.220245527412322417e+02
5.533834586466164751e+01,2.995184803006133880e+05,5.719773417166915408e+01,4.243219652148857222e+02
5.573934837092731698e+01,2.995164244171662140e+05,5.696559089209312532e+01,4.266099919416339503e+02
5.614035087719297934e+01,2.995143769473592401e+05,5.673438141427529047e+01,4.288886712264331891e+02
5.654135338345864170e+01,2.995123378566766623e+05,5.650410205352707038e+01,4.311580412697783231e+02
5.694235588972431117e+01,2.995103071106978459e+05,5.627474913440354953e+01,4.334181401677030294e+02
5.734335839598997353e+01,2.995082846750975004e+05,5.604631899070361101e+01,4.356690059117793226e+02
5.774436090225563589e+01,2.995062705156453885e+05,5.581880796546982992e+01,4.379106763891180094e+02
5.814536340852129825e+01,2.995042645982066169e+05,5.559221241098855160e+01,4.401431893823690871e+02
5.854636591478696062e+01,2.995022668887414620e+05,5.536652868878981337e+01,4.423665825697204355e+02
5.894736842105263008e+01,2.995002773533054278e+05,5.514175316964742279e+01,4.445808935248991816e+02
5.934837092731829244e+01,2.994982959580492461e+05,5.491788223357890786e+01,4.467861597171707331e+02
5.974937343358395481e+01,2.994963226692187600e+05,5.469491226984551702e+01,4.489824185113395743e+02
6.015037593984962427e+01,2.994943574531552731e+05,5.447283967695226892e+01,4.511697071677485269e+02
6.055137844611528664e+01,2.994924002762950258e+05,5.425166086264788134e+01,4.533480628422792620e+02
6.095238095238094900e+01,2.994904511051697191e+05,5.403137224392482096e+01,4.555175225863519586e+02
6.135338345864661136e+01,2.994885099064060487e+05,5.381197024701930332e+01,4.576781233469257586e+02
6.175438596491227372e+01,2.994865766467260546e+05,5.359345130741124308e+01,4.598299019664981984e+02
6.215538847117794319e+01,2.994846512929470628e+05,5.337581186982431092e+01,4.619728951831057202e+02
6.255639097744360555e+01,2.994827338119813940e+05,5.315904838822591927e+01,4.641071396303231040e+02
6.295739348370926791e+01,2.994808241708368878e+05,5.294315732582720102e+01,4.662326718372643199e+02
6.335839598997493738e+01,2.994789223366163205e+05,5.272813515508303084e+01,4.683495282285813914e+02
6.375939849624059974e+01,2.994770282765178126e+05,5.251397835769200384e+01,4.704577451244655322e+02
6.416040100250626210e+01,2.994751419578347122e+05,5.230068342459648534e+01,4.725573587406463503e+02
6.456140350877193157e+01,2.994732633479555952e+05,5.208824685598251136e+01,4.746484051883923030e+02
6.496240601503758683e+01,2.994713924143641489e+05,5.187666516127993788e+01,4.767309204745102988e+02
6.536340852130325629e+01,2.994695291246394627e+05,5.166593485916226314e+01,4.788049405013463797e+02
6.576441102756891155e+01,2.994676734464556212e+05,5.145605247754679823e+01,4.808705010667844704e+02
6.616541353383458102e+01,2.994658253475821111e+05,5.124701455359453917e+01,4.829276378642478562e+02
6.656641604010025048e+01,2.994639847958835308e+05,5.103881763371022373e+01,4.849763864826983877e+02
6.696741854636590574e+01,2.994621517593197641e+05,5.083145827354235990e+01,4.870167824066363664e+02
6.736842105263157521e+01,2.994603262059458648e+05,5.062493303798314059e+01,4.890488610161010001e+02
6.776942355889724467e+01,2.994585081039121142e+05,5.041923850116850758e+01,4.910726575866698340e+02
6.817042606516289993e+01,2.994566974214640213e+05,5.021437124647818706e+01,4.930882072894594899e+02
6.857142857142856940e+01,2.994548941269423231e+05,5.001032786653554751e+01,4.950955451911249838e+02
6.897243107769423887e+01,2.994530981887829257e+05,4.980710496320777025e+01,4.970947062538601813e+02
6.937343358395989412e+01,2.994513095755169634e+05,4.960469914760572863e+01,4.990857253353973988e+02
6.977443609022556359e+01,2.994495282557708560e+05,4.940310704008405907e+01,5.010686371890080295e+02
7.017543859649121885e+01,2.994477541982662515e+05,4.920232527024111135e+01,5.030434764635015767e+02
7.057644110275688831e+01,2.994459873718198505e+05,4.900235047691894863e+01,5.050102777032268477e+02
7.097744360902255778e+01,2.994442277453436982e+05,4.880317930820342553e+01,5.069690753480707599e+02
7.137844611528821304e+01,2.994424752878450672e+05,4.860480842142408875e+01,5.089199037334591935e+02
7.177944862155388250e+01,2.994407299684264581e+05,4.840723448315424093e+01,5.108627970903568212e+02
7.218045112781953776e+01,2.994389917562854826e+05,4.821045416921090521e+01,5.127977895452668236e+02
7.258145363408520723e+01,2.994372606207150966e+05,4.801446416465482514e+01,5.147249151202306621e+02
7.298245614035087669e+01,2.994355365311033675e+05,4.781926116379052161e+01,5.166442077328293863e+02
7.338345864661653195e+01,2.994338194569336483e+05,4.762484187016620751e+01,5.185557011961817580e+02
7.378446115288220142e+01,2.994321093677844619e+05,4.743120299657385175e+01,5.204594292189460703e+02
7.418546365914787089e+01,2.994304062333296170e+05,4.723834126504914366e+01,5.223554254053186696e+02
7.458646616541352614e+01,2.994287100233380334e+05,4.704625340687154988e+01,5.242437232550348654e+02
7.498746867167919561e+01,2.994270207076740335e+05,4.685493616256420069e+01,5.261243561633684749e+02
7.538847117794486508e+01,2.994253382562969346e+05,4.666438628189400362e+01,5.279973574211321647e+02
7.578947368421052033e+01,2.994236626392613980e+05,4.647460052387162222e+01,5.298627602146768822e+02
7.619047619047618980e+01,2.994219938267173129e+05,4.628557565675139074e+01,5.317205976258931059e+02
7.659147869674184506e+01,2.994203317889097380e+05,4.609730845803142074e+01,5.335709026322090267e+02
7.699248120300751452e+01,2.994186764961789013e+05,4.590979571445357976e+01,5.354137081065921393e+02
7.739348370927318399e+01,2.994170279189604335e+05,4.572303422200340606e+01,5.372490468175484466e+02
7.779448621553883925e+01,2.994153860277849599e+05,4.553702078591023650e+01,5.390769514291223459e+02
7.819548872180450871e+01,2.994137507932784501e+05,4.535175222064708578e+01,5.408974545008973109e+02
7.859649122807016397e+01,2.994121221861620434e+05,4.516722534993073168e+01,5.427105884879950963e+02
7.899749373433583344e+01,2.994105001772521646e+05,4.498343700672171508e+01,5.445163857410767605e+02
7.939849624060150290e+01,2.994088847374604084e+05,4.480038403322425467e+01,5.463148785063411879e+02
7.979949874686715816e+01,2.994072758377935388e+05,4.461806328088633222e+01,5.481060989255267941e+02
8.020050125313282763e+01,2.994056734493536642e+05,4.443647161039965710e+01,5.498900790359098210e+02
8.060150375939849710e+01,2.994040775433379458e+05,4.425560589169968040e+01,5.516668507703060413e+02
8.100250626566415235e+01,2.994024880910389475e+05,4.407546300396560923e+01,5.534364459570691679e+02
8.140350877192982182e+01,2.994009050638442277e+05,4.389603983562032141e+01,5.551988963200922171e+02
8.180451127819549129e+01,2.993993284332368057e+05,4.371733328433050048e+01,5.569542334788062590e+02
8.220551378446114654e+01,2.993977581707947538e+05,4.353934025700651489e+01,5.587024889481815535e+02
8.260651629072681601e+01,2.993961942481914302e+05,4.336205766980247489e+01,5.604436941387266415e+02
8.300751879699247127e+01,2.993946366371953627e+05,4.318548244811624670e+01,5.621778803564890268e+02
8.340852130325814073e+01,2.993930853096703067e+05,4.300961152658940279e+01,5.639050788030548347e+02
8.380952380952381020e+01,2.993915402375753038e+05,4.283444184910728580e+01,5.656253205755485851e+02
8.421052631578946546e+01,2.993900013929645065e+05,4.265997036879896598e+01,5.673386366666341019e+02
8.461152882205513492e+01,2.993884687479874119e+05,4.248619404803719135e+01,5.690450579645131484e+02
8.501253132832079018e+01,2.993869422748886282e+05,4.231310985843852990e+01,5.707446152529266783e+02
8.541353383458645965e+01,2.993854219460079330e+05,4.214071478086319900e+01,5.724373392111542671e+02
8.581453634085212911e+01,2.993839077337805647e+05,4.196900580541521464e+01,5.741232604140134299e+02
8.621553884711778437e+01,2.993823996107366402e+05,4.179797993144232038e+01,5.758024093318615542e+02
8.661654135338345384e+01,2.993808975495018531e+05,4.162763416753594470e+01,5.774748163305939670e+02
8.701754385964912331e+01,2.993794015227967757e+05,4.145796553153132180e+01,5.791405116716448447e+02
8.741854636591477856e+01,2.993779115034374991e+05,4.128897105050734950e+01,5.807995255119867579e+02
8.781954887218044803e+01,2.993764274771919590e+05,4.112064896744442422e+01,5.824518738405156455e+02
8.822055137844611750e+01,2.993749494412261993e+05,4.095299863627131032e+01,5.840975601374950656e+02
8.862155388471177275e+01,2.993734773741740501e+05,4.078601770154509865e+01,5.857366081243533245e+02
8.902255639097744222e+01,2.993720112544267322e+05,4.061970378584313579e+01,5.873690417873990555e+02
8.942355889724309748e+01,2.993705510604226147e+05,4.045405451679328479e+01,5.889948850605514963e+02
8.982456140350876694e+01,2.993690967706475058e+05,4.028906752707388961e+01,5.906141618253399201e+02
9.022556390977443641e+01,2.993676483636346529e+05,4.012474045441381776e+01,5.922268959109039770e+02
9.062656641604009167e+01,2.993662058179643354e+05,3.996107094159242479e+01,5.938331110939934661e+02
9.102756892230576113e+01,2.993647691122645629e+05,3.979805663643957558e+01,5.954328310989689044e+02
9.142857142857141639e+01,2.993633382252103183e+05,3.963569519183563017e+01,5.970260795978003898e+02
9.182957393483708586e+01,2.993619131355241407e+05,3.947398426571144370e+01,5.986128802100688517e+02
9.223057644110275533e+01,2.993604938219759497e+05,3.931292152104839488e+01,6.001932565029652551e+02
9.263157894736841058e+01,2.993590802633827552e+05,3.915250462587834335e+01,6.017672319912908279e+02
9.303258145363408005e+01,2.993576724386091810e+05,3.899273125328365097e+01,6.033348301374572884e+02
9.343358395989974952e+01,2.993562703265670571e+05,3.883359908139718897e+01,6.048960743514863907e+02
9.383458646616540477e+01,2.993548739062155364e+05,3.867510579340233789e+01,6.064509879910101517e+02
9.423558897243107424e+01,2.993534831565611530e+05,3.851724907753295213e+01,6.079995943612710789e+02
9.463659147869674371e+01,2.993520980566577637e+05,3.836002662707342381e+01,6.095419167151218289e+02
9.503759398496239896e+01,2.993507185856065480e+05,3.820343614035861179e+01,6.110779782530252078e+02
9.543859649122806843e+01,2.993493447225561249e+05,3.804747532077390559e+01,6.126078021230546256e+02
9.583959899749372369e+01,2.993479764467023197e+05,3.789214187675517564e+01,6.141314114208933006e+02
9.624060150375939315e+01,2.993466137372883386e+05,3.773743352178879462e+01,6.156488291898352827e+02
9.664160401002506262e+01,2.993452565736047691e+05,3.758334797441164454e+01,6.171600784207844299e+02
9.704260651629071788e+01,2.993439049349894631e+05,3.742988295821112388e+01,6.186651820522549770e+02
9.744360902255638734e+01,2.993425588008277700e+05,3.727703620182509781e+01,6.201641629703717626e+02
9.784461152882204260e+01,2.993412181505521294e+05,3.712480543894195506e+01,6.216570440088694340e+02
9.824561403508771207e+01,2.993398829636425362e+05,3.697318840830058662e+01,6.231438479490932423e+02
9.864661654135338154e+01,2.993385532196262502e+05,3.682218285369036437e+01,6.246245975199984741e+02
9.904761904761903679e+01,2.993372288980778540e+05,3.667178652395119798e+01,6.260993153981507930e+02
9.944862155388470626e+01,2.993359099786192528e+05,3.652199717297346382e+01,6.275680242077262392e+02
9.984962406015037573e+01,2.993345964409197331e+05,3.637281255969806182e+01,6.290307465205111157e+02
1.002506265664160310e+02,2.993332882646959042e+05,3.622423044811637993e+01,6.304875048559018751e+02
1.006516290726817004e+02,2.993319854297117563e+05,3.607624860727030836e+01,6.319383216809051191e+02
1.010526315789473699e+02,2.993306879157785443e+05,3.592886481125224662e+01,6.333832194101381674e+02
1.014536340852130252e+02,2.993293957027549041e+05,3.578207683920509652e+01,6.348222204058281477e+02
1.018546365914786946e+02,2.993281087705467944e+05,3.563588247532224784e+01,6.362553469778127919e+02
1.022556390977443499e+02,2.993268270991075551e+05,3.549027950884761395e+01,6.376826213835399813e+02
1.026566416040100194e+02,2.993255506684377906e+05,3.534526573407557493e+01,6.391040658280677462e+02
1.030576441102756888e+02,2.993242794585855445e+05,3.520083895035105570e+01,6.405197024640646077e+02
1.034586466165413441e+02,2.993230134496460669e+05,3.505699696206944793e+01,6.419295533918091223e+02
1.038596491228070136e+02,2.993217526217621053e+05,3.491373757867665972e+01,6.433336406591905643e+02
1.042606516290726688e+02,2.993204969551235554e+05,3.477105861466910142e+01,6.447319862617079025e+02
1.046616541353383383e+02,2.993192464299678686e+05,3.462895788959367138e+01,6.461246121424708235e+02
1.050626566416040077e+02,2.993180010265797027e+05,3.448743322804779154e+01,6.475115401921989360e+02
1.054636591478696630e+02,2.993167607252910384e+05,3.434648245967936475e+01,6.488927922492225662e+02
1.058646616541353325e+02,2.993155255064812955e+05,3.420610341918681030e+01,6.502683900994818487e+02
1.062656641604010019e+02,2.993142953505771002e+05,3.406629394631903551e+01,6.516383554765276358e+02
1.066666666666666572e+02,2.993130702380525763e+05,3.392705188587545706e+01,6.530027100615205882e+02
1.070676691729323267e+02,2.993118501494289958e+05,3.378837508770600095e+01,6.543614754832320841e+02
1.074686716791979961e+02,2.993106350652751862e+05,3.365026140671106702e+01,6.557146733180433102e+02
1.078696741854636514e+02,2.993094249662071816e+05,3.351270870284159997e+01,6.570623250899462846e+02
1.082706766917293209e+02,2.993082198328882805e+05,3.337571484109899700e+01,6.584044522705428335e+02
1.086716791979949761e+02,2.993070196460293373e+05,3.323927769153519307e+01,6.597410762790452736e+02
1.090726817042606456e+02,2.993058243863884127e+05,3.310339512925260408e+01,6.610722184822760710e+02
1.094736842105263150e+02,2.993046340347708901e+05,3.296806503440416236e+01,6.623979001946681819e+02
1.098746867167919703e+02,2.993034485720294761e+05,3.283328529219330250e+01,6.637181426782645985e+02
1.102756892230576398e+02,2.993022679790643742e+05,3.269905379287393288e+01,6.650329671427188032e+02
1.106766917293232950e+02,2.993010922368228785e+05,3.256536843175049967e+01,6.663423947452943139e+02
1.110776942355889645e+02,2.992999213262998965e+05,3.243222710917792284e+01,6.676464465908650254e+02
1.114786967418546340e+02,2.992987552285374841e+05,3.229962773056163883e+01,6.689451437319153229e+02
1.118796992481202892e+02,2.992975939246250782e+05,3.216756820635758629e+01,6.702385071685395133e+02
1.122807017543859587e+02,2.992964373956994386e+05,3.203604645207219193e+01,6.715265578484423941e+02
1.126817042606516281e+02,2.992952856229447643e+05,3.190506038826239887e+01,6.728093166669390257e+02
1.130827067669172834e+02,2.992941385875924607e+05,3.177460794053564186e+01,6.740868044669546180e+02
1.134837092731829529e+02,2.992929962709213723e+05,3.164468703954985784e+01,6.753590420390247573e+02
1.138847117794486223e+02,2.992918586542576668e+05,3.151529562101348958e+01,6.766260501212952931e+02
1.142857142857142776e+02,2.992907257189747179e+05,3.138643162568548561e+01,6.778878493995223380e+02
1.146867167919799471e+02,2.992895974464935134e+05,3.125809299937527896e+01,6.791444605070723810e+02
1.150877192982456023e+02,2.992884738182820729e+05,3.113027769294282265e+01,6.803959040249219470e+02
1.154887218045112718e+02,2.992873548158559715e+05,3.100298366229855418e+01,6.816422004816579374e+02
1.158897243107769413e+02,2.992862404207780492e+05,3.087620886840343104e+01,6.828833703534778579e+02
1.162907268170425965e+02,2.992851306146584684e+05,3.074995127726890587e+01,6.841194340641889085e+02
