time,temperature_K
3.847695390781563418e+01,2.879999857446715623e+02
3.887775551102204474e+01,2.879999855961785897e+02
3.927855711422845530e+01,2.879999854476856171e+02
3.967935871743487297e+01,2.879999852991927014e+02
4.008016032064128353e+01,2.879999851506997288e+02
4.048096192384769410e+01,2.879999850022067562e+02
4.088176352705411176e+01,2.879999848537137837e+02
4.128256513026052232e+01,2.879999847052208111e+02
4.168336673346693289e+01,2.879999845567278953e+02
4.208416833667335055e+01,2.879999844082349227e+02
4.248496993987976111e+01,2.879999842597419502e+02
4.288577154308617168e+01,2.879999841112489776e+02
4.328657314629258934e+01,2.879999839627560618e+02
4.368737474949899990e+01,2.879999838142630892e+02
4.408817635270541047e+01,2.879999836657701167e+02
4.448897795591182813e+01,2.879999835172772009e+02
4.488977955911823869e+01,2.879999833687842283e+02
4.529058116232464926e+01,2.879999832202912557e+02
4.569138276553106692e+01,2.879999830717983400e+02
4.609218436873747748e+01,2.879999829233053674e+02
4.649298597194388805e+01,2.879999827748123948e+02
4.689378757515029861e+01,2.879999826263194791e+02
4.729458917835671627e+01,2.879999824778265065e+02
4.769539078156312684e+01,2.879999823293335908e+02
4.809619238476953740e+01,2.879999821808406182e+02
4.849699398797595506e+01,2.879999820323477024e+02
4.889779559118236563e+01,2.879999818838547299e+02
4.929859719438877619e+01,2.879999817353618141e+02
4.969939879759519386e+01,2.879999815868688415e+02
5.010020040080160442e+01,2.879999814383759258e+02
5.050100200400801498e+01,2.879999812898829532e+02
5.090180360721443265e+01,2.879999811413900375e+02
5.130260521042084321e+01,2.879999809928970649e+02
5.170340681362725377e+01,2.879999808444041491e+02
5.210420841683367144e+01,2.879999806959111766e+02
5.250501002004008200e+01,2.879999805474182608e+02
5.290581162324649256e+01,2.879999803989253451e+02
5.330661322645291023e+01,2.879999802504323725e+02
5.370741482965932079e+01,2.879999801019394567e+02
5.410821643286573135e+01,2.879999799534465410e+02
5.450901803607214902e+01,2.879999798049535684e+02
5.490981963927855958e+01,2.879999796564606527e+02
5.531062124248497014e+01,2.879999795079677369e+02
5.571142284569138781e+01,2.879999793594747644e+02
5.611222444889779837e+01,2.879999792109818486e+02
5.651302605210420893e+01,2.879999790624889329e+02
5.691382765531061949e+01,2.879999789139960171e+02
5.731462925851703716e+01,2.879999787655030445e+02
5.771543086172344772e+01,2.879999786170101288e+02
5.811623246492985828e+01,2.879999784685172131e+02
5.851703406813627595e+01,2.879999783200242973e+02
5.891783567134268651e+01,2.879999781715313816e+02
5.931863727454909707e+01,2.879999780230384658e+02
5.971943887775551474e+01,2.879999778745454933e+02
6.012024048096192530e+01,2.879999777260525775e+02
6.052104208416833586e+01,2.879999775775596618e+02
6.092184368737475353e+01,2.879999774290667460e+02
6.132264529058116409e+01,2.879999772805738303e+02
6.172344689378757465e+01,2.879999771320809145e+02
6.212424849699399232e+01,2.879999769835879988e+02
6.252505010020040288e+01,2.879999768350950831e+02
6.292585170340681344e+01,2.879999766866021673e+02
6.332665330661323111e+01,2.879999765381092516e+02
6.372745490981964167e+01,2.879999763896163358e+02
6.412825651302605934e+01,2.879999762411234201e+02
6.452905811623246279e+01,2.879999760926305044e+02
6.492985971943888046e+01,2.879999759441375886e+02
6.533066132264529813e+01,2.879999757956446729e+02
6.573146292585170158e+01,2.879999756471517571e+02
6.613226452905811925e+01,2.879999754986588414e+02
6.653306613226453692e+01,2.879999753501659256e+02
6.693386773547094037e+01,2.879999752016730099e+02
6.733466933867735804e+01,2.879999750531800942e+02
6.773547094188377571e+01,2.879999749046872353e+02
6.813627254509017916e+01,2.879999747561943195e+02
6.853707414829659683e+01,2.879999746077014038e+02
6.893787575150301450e+01,2.879999744592084880e+02
6.933867735470941795e+01,2.879999743107155723e+02
6.973947895791583562e+01,2.879999741622227134e+02
7.014028056112225329e+01,2.879999740137297977e+02
7.054108216432865675e+01,2.879999738652368819e+02
7.094188376753507441e+01,2.879999737167439662e+02
7.134268537074149208e+01,2.879999735682511073e+02
7.174348697394789554e+01,2.879999734197581915e+02
7.214428857715431320e+01,2.879999732712652758e+02
7.254509018036071666e+01,2.879999731227723601e+02
7.294589178356713433e+01,2.879999729742795012e+02
7.334669338677355199e+01,2.879999728257865854e+02
7.374749498997995545e+01,2.879999726772936697e+02
7.414829659318637312e+01,2.879999725288008108e+02
7.454909819639279078e+01,2.879999723803078950e+02
7.494989979959919424e+01,2.879999722318150361e+02
7.535070140280561191e+01,2.879999720833221204e+02
7.575150300601202957e+01,2.879999719348292047e+02
7.615230460921843303e+01,2.879999717863363458e+02
7.655310621242485070e+01,2.879999716378434300e+02
7.695390781563126836e+01,2.879999714893505711e+02
7.735470941883767182e+01,2.879999713408576554e+02
7.775551102204408949e+01,2.879999711923647965e+02
7.815631262525050715e+01,2.879999710438718807e+02
7.855711422845691061e+01,2.879999708953790218e+02
7.895791583166332828e+01,2.879999707468861061e+02
7.935871743486974594e+01,2.879999705983932472e+02
7.975951903807614940e+01,2.879999704499003883e+02
8.016032064128256707e+01,2.879999703014074726e+02
8.056112224448898473e+01,2.879999701529146137e+02
8.096192384769538819e+01,2.879999700044216979e+02
8.136272545090180586e+01,2.879999698559288390e+02
8.176352705410822352e+01,2.879999697074359801e+02
8.216432865731462698e+01,2.879999695589430644e+02
8.256513026052104465e+01,2.879999694104502055e+02
8.296593186372746231e+01,2.879999692619573466e+02
8.336673346693386577e+01,2.879999691134644308e+02
8.376753507014028344e+01,2.879999689649715719e+02
8.416833667334670110e+01,2.879999688164787131e+02
8.456913827655310456e+01,2.879999686679858542e+02
8.496993987975952223e+01,2.879999685194929384e+02
8.537074148296593989e+01,2.879999683710000795e+02
8.577154308617234335e+01,2.879999682225072206e+02
8.617234468937876102e+01,2.879999680740143617e+02
8.657314629258517868e+01,2.879999679255214460e+02
8.697394789579158214e+01,2.879999677770285871e+02
8.737474949899799981e+01,2.879999676285357282e+02
8.777555110220441748e+01,2.879999674800428693e+02
8.817635270541082093e+01,2.879999673315500104e+02
8.857715430861723860e+01,2.879999671830571515e+02
8.897795591182365627e+01,2.879999670345642926e+02
8.937875751503005972e+01,2.879999668860714337e+02
8.977955911823647739e+01,2.879999667375785180e+02
9.018036072144289506e+01,2.879999665890856591e+02
9.058116232464929851e+01,2.879999664405928002e+02
9.098196392785571618e+01,2.879999662920999413e+02
9.138276553106213385e+01,2.879999661436070824e+02
9.178356713426853730e+01,2.879999659951142235e+02
9.218436873747495497e+01,2.879999658466213646e+02
9.258517034068135843e+01,2.879999656981285057e+02
9.298597194388777609e+01,2.879999655496356468e+02
9.338677354709419376e+01,2.879999654011427879e+02
9.378757515030059722e+01,2.879999652526499858e+02
9.418837675350701488e+01,2.879999651041571269e+02
9.458917835671343255e+01,2.879999649556642680e+02
9.498997995991983601e+01,2.879999648071714091e+02
9.539078156312625367e+01,2.879999646586785502e+02
9.579158316633267134e+01,2.879999645101856913e+02
9.619238476953907480e+01,2.879999643616928324e+02
9.659318637274549246e+01,2.879999642131999735e+02
9.699398797595191013e+01,2.879999640647071715e+02
9.739478957915831359e+01,2.879999639162143126e+02
9.779559118236473125e+01,2.879999637677214537e+02
9.819639278557114892e+01,2.879999636192285948e+02
9.859719438877755238e+01,2.879999634707357359e+02
9.899799599198397004e+01,2.879999633222429338e+02
9.939879759519038771e+01,2.879999631737500749e+02
9.979959919839679117e+01,2.879999630252572160e+02
1.002004008016032088e+02,2.879999628767644140e+02
1.006012024048096265e+02,2.879999627282715551e+02
1.010020040080160300e+02,2.879999625797786962e+02
1.014028056112224476e+02,2.879999624312858373e+02
1.018036072144288653e+02,2.879999622827930352e+02
1.022044088176352687e+02,2.879999621343001763e+02
1.026052104208416864e+02,2.879999619858073743e+02
1.030060120240481041e+02,2.879999618373145154e+02
1.034068136272545075e+02,2.879999616888216565e+02
1.038076152304609252e+02,2.879999615403288544e+02
1.042084168336673429e+02,2.879999613918359955e+02
1.046092184368737463e+02,2.879999612433431935e+02
1.050100200400801640e+02,2.879999610948503346e+02
1.054108216432865817e+02,2.879999609463575325e+02
1.058116232464929851e+02,2.879999607978646736e+02
1.062124248496994028e+02,2.879999606493718716e+02
1.066132264529058205e+02,2.879999605008790127e+02
1.070140280561122239e+02,2.879999603523862106e+02
1.074148296593186416e+02,2.879999602038933517e+02
1.078156312625250592e+02,2.879999600554005497e+02
1.082164328657314627e+02,2.879999599069076908e+02
1.086172344689378804e+02,2.879999597584148887e+02
1.090180360721442980e+02,2.879999596099220867e+02
1.094188376753507015e+02,2.879999594614292278e+02
1.098196392785571192e+02,2.879999593129364257e+02
1.102204408817635368e+02,2.879999591644435668e+02
1.106212424849699403e+02,2.879999590159507648e+02
1.110220440881763579e+02,2.879999588674579627e+02
1.114228456913827756e+02,2.879999587189651038e+02
1.118236472945891791e+02,2.879999585704723017e+02
1.122244488977955967e+02,2.879999584219794997e+02
1.126252505010020144e+02,2.879999582734866976e+02
1.130260521042084179e+02,2.879999581249938387e+02
1.134268537074148355e+02,2.879999579765010367e+02
1.138276553106212390e+02,2.879999578280082346e+02
1.142284569138276566e+02,2.879999576795154326e+02
1.146292585170340743e+02,2.879999575310225737e+02
1.150300601202404778e+02,2.879999573825297716e+02
1.154308617234468954e+02,2.879999572340369696e+02
1.158316633266533131e+02,2.879999570855441675e+02
1.162324649298597166e+02,2.879999569370513655e+02
1.166332665330661342e+02,2.879999567885585634e+02
1.170340681362725519e+02,2.879999566400657613e+02
1.174348697394789554e+02,2.879999564915729025e+02
1.178356713426853730e+02,2.879999563430801004e+02
1.182364729458917907e+02,2.879999561945872983e+02
1.186372745490981941e+02,2.879999560460944963e+02
1.190380761523046118e+02,2.879999558976016942e+02
1.194388777555110295e+02,2.879999557491088922e+02
1.198396793587174329e+02,2.879999556006160901e+02
1.202404809619238506e+02,2.879999554521232881e+02
1.206412825651302683e+02,2.879999553036304860e+02
1.210420841683366717e+02,2.879999551551376840e+02
1.214428857715430894e+02,2.879999550066448819e+02
1.218436873747495071e+02,2.879999548581520799e+02
1.222444889779559105e+02,2.879999547096592778e+02
1.226452905811623282e+02,2.879999545611664757e+02
1.230460921843687458e+02,2.879999544126737305e+02
1.234468937875751493e+02,2.879999542641809285e+02
1.238476953907815670e+02,2.879999541156881264e+02
1.242484969939879846e+02,2.879999539671953244e+02
1.246492985971943881e+02,2.879999538187025223e+02
1.250501002004008058e+02,2.879999536702097203e+02
1.254509018036072234e+02,2.879999535217169182e+02
1.258517034068136269e+02,2.879999533732241730e+02
1.262525050100200446e+02,2.879999532247313709e+02
1.266533066132264622e+02,2.879999530762385689e+02
1.270541082164328657e+02,2.879999529277457668e+02
1.274549098196392833e+02,2.879999527792530216e+02
1.278557114228457010e+02,2.879999526307602196e+02
1.282565130260521187e+02,2.879999524822674175e+02
1.286573146292585079e+02,2.879999523337746155e+02
1.290581162324649256e+02,2.879999521852818702e+02
1.294589178356713433e+02,2.879999520367890682e+02
1.298597194388777609e+02,2.879999518882962661e+02
1.302605210420841786e+02,2.879999517398035209e+02
1.306613226452905963e+02,2.879999515913107189e+02
1.310621242484969855e+02,2.879999514428179737e+02
1.314629258517034032e+02,2.879999512943251716e+02
1.318637274549098208e+02,2.879999511458323695e+02
1.322645290581162385e+02,2.879999509973396243e+02
1.326653306613226562e+02,2.879999508488468223e+02
1.330661322645290738e+02,2.879999507003540771e+02
1.334669338677354631e+02,2.879999505518612750e+02
1.338677354709418807e+02,2.879999504033685298e+02
1.342685370741482984e+02,2.879999502548757278e+02
1.346693386773547161e+02,2.879999501063829825e+02
1.350701402805611337e+02,2.879999499578901805e+02
1.354709418837675514e+02,2.879999498093974353e+02
1.358717434869739407e+02,2.879999496609046332e+02
1.362725450901803583e+02,2.879999495124118880e+02
1.366733466933867760e+02,2.879999493639191428e+02
1.370741482965931937e+02,2.879999492154263407e+02
1.374749498997996113e+02,2.879999490669335955e+02
1.378757515030060290e+02,2.879999489184407935e+02
1.382765531062124182e+02,2.879999487699480483e+02
1.386773547094188359e+02,2.879999486214553031e+02
1.390781563126252536e+02,2.879999484729625010e+02
1.394789579158316712e+02,2.879999483244697558e+02
1.398797595190380889e+02,2.879999481759770106e+02
1.402805611222445066e+02,2.879999480274842085e+02
1.406813627254508958e+02,2.879999478789914633e+02
1.410821643286573135e+02,2.879999477304987181e+02
1.414829659318637312e+02,2.879999475820059729e+02
1.418837675350701488e+02,2.879999474335131708e+02
1.422845691382765665e+02,2.879999472850204256e+02
1.426853707414829842e+02,2.879999471365276804e+02
1.430861723446893734e+02,2.879999469880349352e+02
1.434869739478957911e+02,2.879999468395421900e+02
1.438877755511022087e+02,2.879999466910493879e+02
1.442885771543086264e+02,2.879999465425566427e+02
1.446893787575150441e+02,2.879999463940638975e+02
1.450901803607214333e+02,2.879999462455711523e+02
1.454909819639278510e+02,2.879999460970784071e+02
1.458917835671342687e+02,2.879999459485856619e+02
1.462925851703406863e+02,2.879999458000929167e+02
1.466933867735471040e+02,2.879999456516001715e+02
1.470941883767535217e+02,2.879999455031074262e+02
1.474949899799599109e+02,2.879999453546146810e+02
1.478957915831663286e+02,2.879999452061219358e+02
1.482965931863727462e+02,2.879999450576291906e+02
1.486973947895791639e+02,2.879999449091364454e+02
1.490981963927855816e+02,2.879999447606437002e+02
1.494989979959919992e+02,2.879999446121509550e+02
1.498997995991983885e+02,2.879999444636582098e+02
1.503006012024048061e+02,2.879999443151654646e+02
1.507014028056112238e+02,2.879999441666727193e+02
1.511022044088176415e+02,2.879999440181799741e+02
1.515030060120240591e+02,2.879999438696872289e+02
1.519038076152304768e+02,2.879999437211944837e+02
1.523046092184368661e+02,2.879999435727017385e+02
1.527054108216432837e+02,2.879999434242090501e+02
1.531062124248497014e+02,2.879999432757163049e+02
1.535070140280561191e+02,2.879999431272235597e+02
1.539078156312625367e+02,2.879999429787308145e+02
1.543086172344689544e+02,2.879999428302380693e+02
1.547094188376753436e+02,2.879999426817453809e+02
1.551102204408817613e+02,2.879999425332526357e+02
1.555110220440881790e+02,2.879999423847598905e+02
1.559118236472945966e+02,2.879999422362671453e+02
1.563126252505010143e+02,2.879999420877744569e+02
1.567134268537074320e+02,2.879999419392817117e+02
1.571142284569138212e+02,2.879999417907889665e+02
1.575150300601202389e+02,2.879999416422962213e+02
1.579158316633266566e+02,2.879999414938035329e+02
1.583166332665330742e+02,2.879999413453107877e+02
1.587174348697394919e+02,2.879999411968180993e+02
1.591182364729459096e+02,2.879999410483253541e+02
1.595190380761522988e+02,2.879999408998326089e+02
1.599198396793587165e+02,2.879999407513399206e+02
1.603206412825651341e+02,2.879999406028471753e+02
1.607214428857715518e+02,2.879999404543544870e+02
1.611222444889779695e+02,2.879999403058617418e+02
1.615230460921843871e+02,2.879999401573689966e+02
1.619238476953907764e+02,2.879999400088763082e+02
1.623246492985971940e+02,2.879999398603835630e+02
1.627254509018036117e+02,2.879999397118908746e+02
1.631262525050100294e+02,2.879999395633981294e+02
1.635270541082164470e+02,2.879999394149054410e+02
1.639278557114228647e+02,2.879999392664127527e+02
1.643286573146292540e+02,2.879999391179200074e+02
1.647294589178356716e+02,2.879999389694273191e+02
1.651302605210420893e+02,2.879999388209345739e+02
1.655310621242485070e+02,2.879999386724418855e+02
1.659318637274549246e+02,2.879999385239491971e+02
1.663326653306613139e+02,2.879999383754564519e+02
1.667334669338677315e+02,2.879999382269637636e+02
1.671342685370741492e+02,2.879999380784710183e+02
1.675350701402805669e+02,2.879999379299783300e+02
1.679358717434869845e+02,2.879999377814856416e+02
1.683366733466934022e+02,2.879999376329929532e+02
1.687374749498997915e+02,2.879999374845002080e+02
1.691382765531062091e+02,2.879999373360075197e+02
1.695390781563126268e+02,2.879999371875148313e+02
1.699398797595190445e+02,2.879999370390220861e+02
1.703406813627254621e+02,2.879999368905293977e+02
1.707414829659318798e+02,2.879999367420367093e+02
1.711422845691382690e+02,2.879999365935440210e+02
1.715430861723446867e+02,2.879999364450513326e+02
1.719438877755511044e+02,2.879999362965586442e+02
1.723446893787575220e+02,2.879999361480658990e+02
1.727454909819639397e+02,2.879999359995732107e+02
1.731462925851703574e+02,2.879999358510805223e+02
1.735470941883767466e+02,2.879999357025878339e+02
1.739478957915831643e+02,2.879999355540951456e+02
1.743486973947895819e+02,2.879999354056024572e+02
1.747494989979959996e+02,2.879999352571097688e+02
1.751503006012024173e+02,2.879999351086170805e+02
1.755511022044088350e+02,2.879999349601243921e+02
1.759519038076152242e+02,2.879999348116317037e+02
1.763527054108216419e+02,2.879999346631390154e+02
1.767535070140280595e+02,2.879999345146463270e+02
1.771543086172344772e+02,2.879999343661536386e+02
1.775551102204408949e+02,2.879999342176609503e+02
1.779559118236473125e+02,2.879999340691682619e+02
1.783567134268537018e+02,2.879999339206755735e+02
1.787575150300601194e+02,2.879999337721828851e+02
1.791583166332665371e+02,2.879999336236901968e+02
1.795591182364729548e+02,2.879999334751975084e+02
1.799599198396793724e+02,2.879999333267048200e+02
1.803607214428857901e+02,2.879999331782121317e+02
1.807615230460921794e+02,2.879999330297194433e+02
1.811623246492985970e+02,2.879999328812268118e+02
1.815631262525050147e+02,2.879999327327341234e+02
1.819639278557114324e+02,2.879999325842414351e+02
1.823647294589178500e+02,2.879999324357487467e+02
1.827655310621242677e+02,2.879999322872560583e+02
1.831663326653306569e+02,2.879999321387634268e+02
1.835671342685370746e+02,2.879999319902707384e+02
1.839679358717434923e+02,2.879999318417780501e+02
1.843687374749499099e+02,2.879999316932853617e+02
1.847695390781563276e+02,2.879999315447927302e+02
1.851703406813627169e+02,2.879999313963000418e+02
1.855711422845691345e+02,2.879999312478073534e+02
1.859719438877755522e+02,2.879999310993147219e+02
1.863727454909819699e+02,2.879999309508220335e+02
1.867735470941883875e+02,2.879999308023293452e+02
1.871743486973948052e+02,2.879999306538367136e+02
1.875751503006011944e+02,2.879999305053440253e+02
1.879759519038076121e+02,2.879999303568513369e+02
1.883767535070140298e+02,2.879999302083587054e+02
1.887775551102204474e+02,2.879999300598660170e+02
1.891783567134268651e+02,2.879999299113733855e+02
1.895791583166332828e+02,2.879999297628806971e+02
1.899799599198396720e+02,2.879999296143880656e+02
1.903807615230460897e+02,2.879999294658953772e+02
1.907815631262525073e+02,2.879999293174027457e+02
1.911823647294589250e+02,2.879999291689100573e+02
1.915831663326653427e+02,2.879999290204174258e+02
1.919839679358717603e+02,2.879999288719247375e+02
1.923847695390781496e+02,2.879999287234321059e+02
1.927855711422845673e+02,2.879999285749394176e+02
1.931863727454909849e+02,2.879999284264467860e+02
1.935871743486974026e+02,2.879999282779541545e+02
1.939879759519038203e+02,2.879999281294614661e+02
1.943887775551102379e+02,2.879999279809688346e+02
1.947895791583166272e+02,2.879999278324761462e+02
1.951903807615230448e+02,2.879999276839835147e+02
1.955911823647294625e+02,2.879999275354908832e+02
1.959919839679358802e+02,2.879999273869981948e+02
1.963927855711422978e+02,2.879999272385055633e+02
1.967935871743487155e+02,2.879999270900129318e+02
1.971943887775551048e+02,2.879999269415203003e+02
1.975951903807615224e+02,2.879999267930276119e+02
1.979959919839679401e+02,2.879999266445349804e+02
1.983967935871743578e+02,2.879999264960423488e+02
1.987975951903807754e+02,2.879999263475497173e+02
1.991983967935871931e+02,2.879999261990570290e+02
1.995991983967935823e+02,2.879999260505643974e+02
2.000000000000000000e+02,2.879999259020717659e+02
